sales_id,order_date_id,customer_id,product_id,channel_id,store_id,billing_location_id,shipment_location_id,order_id,order_item_id,order_status,currency_code,quantity,unit_price,discount_amount,line_total
4658,20240405,364,2,1,0,1810,162,1000003478,5000004657,FULFILLED,ARS,2,13500.0,1350.0,25650.0
4659,20240122,343,1,1,0,1921,184,1000003479,5000004658,PAID,ARS,3,10800.0,0.0,32400.0
4660,20240308,1044,2,1,0,2397,141,1000003480,5000004659,FULFILLED,ARS,1,13500.0,1350.0,12150.0
4661,20240514,805,1,2,4,977,4,1000003481,5000004660,FULFILLED,ARS,1,12000.0,1200.0,10800.0
4662,20240514,805,2,2,4,977,4,1000003481,5000004661,FULFILLED,ARS,3,16500.0,990.0,48510.0
4663,20241231,1121,2,2,1,0,1,1000003482,5000004662,CANCELLED,ARS,2,16500.0,3300.0,29700.0
4664,20241231,1121,1,2,1,0,1,1000003482,5000004663,CANCELLED,ARS,2,12600.0,0.0,25200.0
4665,20250212,1395,1,2,3,96,3,1000003483,5000004664,CANCELLED,ARS,2,10800.0,0.0,21600.0
4666,20241012,728,2,1,0,523,3022,1000003484,5000004665,FULFILLED,ARS,2,15750.0,0.0,31500.0
4667,20250601,688,1,2,1,2617,1,1000003485,5000004666,FULFILLED,ARS,2,12000.0,2400.0,21600.0
4668,20240617,831,2,1,0,0,1252,1000003486,5000004667,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4669,20250813,744,2,1,0,92,436,1000003487,5000004668,PAID,ARS,2,15750.0,1575.0,29925.0
4670,20240930,1371,2,2,2,901,2,1000003488,5000004669,PAID,ARS,1,15750.0,315.0,15435.0
4671,20240930,1371,1,2,2,901,2,1000003488,5000004670,PAID,ARS,2,10800.0,432.0,21168.0
4672,20240930,1371,1,2,2,901,2,1000003488,5000004671,PAID,ARS,2,12000.0,0.0,24000.0
4673,20240304,167,1,1,0,0,3085,1000003489,5000004672,FULFILLED,ARS,1,12600.0,252.0,12348.0
4674,20240517,111,1,1,0,809,608,1000003490,5000004673,CREATED,ARS,2,12000.0,0.0,24000.0
4675,20240517,111,1,1,0,809,608,1000003490,5000004674,CREATED,ARS,1,12000.0,240.0,11760.0
4676,20241129,580,1,1,0,3193,2016,1000003491,5000004675,PAID,ARS,1,12000.0,0.0,12000.0
4677,20240105,117,1,2,1,2788,1,1000003492,5000004676,FULFILLED,ARS,1,10800.0,1080.0,9720.0
4678,20250928,1264,2,1,0,2491,2120,1000003493,5000004677,FULFILLED,ARS,3,13500.0,0.0,40500.0
4679,20250526,233,1,1,0,568,2733,1000003494,5000004678,CANCELLED,ARS,3,12000.0,0.0,36000.0
4680,20240508,671,1,1,0,749,1942,1000003495,5000004679,FULFILLED,ARS,1,10800.0,540.0,10260.0
4681,20240508,671,1,1,0,749,1942,1000003495,5000004680,FULFILLED,ARS,1,12000.0,240.0,11760.0
4682,20240403,94,1,1,0,226,648,1000003496,5000004681,FULFILLED,ARS,3,12000.0,0.0,36000.0
4683,20240403,94,1,1,0,226,648,1000003496,5000004682,FULFILLED,ARS,1,12000.0,600.0,11400.0
4684,20240620,390,2,2,4,1123,4,1000003497,5000004683,FULFILLED,ARS,2,15000.0,3000.0,27000.0
4685,20250102,305,2,1,0,1686,63,1000003498,5000004684,FULFILLED,ARS,1,15000.0,750.0,14250.0
4686,20250102,305,1,1,0,1686,63,1000003498,5000004685,FULFILLED,ARS,1,12000.0,0.0,12000.0
4687,20241124,400,1,1,0,2604,968,1000003499,5000004686,FULFILLED,ARS,2,12000.0,0.0,24000.0
4688,20241124,400,1,1,0,2604,968,1000003499,5000004687,FULFILLED,ARS,1,12000.0,240.0,11760.0
4689,20240312,396,2,1,0,789,996,1000003500,5000004688,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4690,20241225,1168,2,1,0,798,1629,1000003501,5000004689,FULFILLED,ARS,1,15000.0,750.0,14250.0
4691,20241225,1168,2,1,0,798,1629,1000003501,5000004690,FULFILLED,ARS,1,15000.0,0.0,15000.0
4692,20250211,655,1,2,3,315,3,1000003502,5000004691,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4693,20250211,655,1,2,3,315,3,1000003502,5000004692,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4694,20250702,343,2,1,0,1377,2693,1000003503,5000004693,FULFILLED,ARS,1,15000.0,0.0,15000.0
4695,20250702,343,1,1,0,1377,2693,1000003503,5000004694,FULFILLED,ARS,1,12600.0,630.0,11970.0
4696,20250321,684,1,1,0,583,1406,1000003504,5000004695,CREATED,ARS,2,12000.0,2400.0,21600.0
4697,20240616,1150,2,1,0,531,2547,1000003505,5000004696,REFUNDED,ARS,2,15000.0,3000.0,27000.0
4698,20240616,1150,1,1,0,531,2547,1000003505,5000004697,REFUNDED,ARS,1,12000.0,1200.0,10800.0
4699,20240217,1028,2,2,3,993,3,1000003506,5000004698,FULFILLED,ARS,2,13500.0,540.0,26460.0
4700,20240508,585,1,2,1,2439,1,1000003507,5000004699,FULFILLED,ARS,2,12000.0,2400.0,21600.0
4701,20250524,1294,2,1,0,2568,1558,1000003508,5000004700,FULFILLED,ARS,1,15000.0,0.0,15000.0
4702,20241011,455,2,2,4,0,4,1000003509,5000004701,FULFILLED,ARS,1,15750.0,1575.0,14175.0
4703,20250919,1141,2,2,1,1552,1,1000003510,5000004702,FULFILLED,ARS,3,13500.0,2025.0,38475.0
4704,20250810,376,2,2,2,3175,2,1000003511,5000004703,FULFILLED,ARS,1,15000.0,1500.0,13500.0
4705,20240518,1154,1,1,0,1482,3000,1000003512,5000004704,FULFILLED,ARS,2,12000.0,480.0,23520.0
4706,20240518,1154,1,1,0,1482,3000,1000003512,5000004705,FULFILLED,ARS,1,10800.0,216.0,10584.0
4707,20241015,1498,1,1,0,1998,2277,1000003513,5000004706,REFUNDED,ARS,1,10800.0,0.0,10800.0
4708,20250924,603,1,2,3,482,3,1000003514,5000004707,CANCELLED,ARS,1,12000.0,0.0,12000.0
4709,20240301,1002,2,2,3,2287,3,1000003515,5000004708,FULFILLED,ARS,3,15750.0,2362.5,44887.5
4710,20240301,1002,1,2,3,2287,3,1000003515,5000004709,FULFILLED,ARS,3,12000.0,0.0,36000.0
4711,20240830,924,1,1,0,1833,2238,1000003516,5000004710,FULFILLED,ARS,2,12000.0,1200.0,22800.0
4712,20250619,1309,2,2,1,167,1,1000003517,5000004711,FULFILLED,ARS,1,15000.0,750.0,14250.0
4713,20250602,1212,2,2,4,2473,4,1000003518,5000004712,FULFILLED,ARS,1,15000.0,1500.0,13500.0
4714,20250706,974,1,2,2,2494,2,1000003519,5000004713,FULFILLED,ARS,3,12000.0,720.0,35280.0
4715,20240507,1154,1,2,1,2784,1,1000003520,5000004714,FULFILLED,ARS,1,10800.0,540.0,10260.0
4716,20240507,1154,1,2,1,2784,1,1000003520,5000004715,FULFILLED,ARS,3,12000.0,720.0,35280.0
4717,20250902,105,2,1,0,2681,2219,1000003521,5000004716,CANCELLED,ARS,2,16500.0,1650.0,31350.0
4718,20241031,335,1,1,0,918,2934,1000003522,5000004717,CANCELLED,ARS,3,12000.0,720.0,35280.0
4719,20240218,421,1,2,1,0,1,1000003523,5000004718,CANCELLED,ARS,3,10800.0,1620.0,30780.0
4720,20250726,77,1,1,0,1567,2091,1000003524,5000004719,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4721,20250726,77,2,1,0,1567,2091,1000003524,5000004720,FULFILLED,ARS,1,15750.0,787.5,14962.5
4722,20240224,1399,2,2,1,80,1,1000003525,5000004721,FULFILLED,ARS,1,15000.0,0.0,15000.0
4723,20240424,761,1,1,0,575,2440,1000003526,5000004722,CANCELLED,ARS,2,12000.0,480.0,23520.0
4724,20250819,160,1,2,2,2173,2,1000003527,5000004723,FULFILLED,ARS,2,10800.0,1080.0,20520.0
4725,20240818,555,2,1,0,3113,936,1000003528,5000004724,PAID,ARS,1,13500.0,0.0,13500.0
4726,20240818,555,2,1,0,3113,936,1000003528,5000004725,PAID,ARS,3,13500.0,810.0,39690.0
4727,20240729,634,1,1,0,851,2842,1000003529,5000004726,REFUNDED,ARS,3,12000.0,0.0,36000.0
4728,20240306,1187,2,2,4,2061,4,1000003530,5000004727,FULFILLED,ARS,1,16500.0,330.0,16170.0
4729,20250903,1329,1,1,0,0,2518,1000003531,5000004728,FULFILLED,ARS,1,12000.0,0.0,12000.0
4730,20250813,1231,1,1,0,268,2385,1000003532,5000004729,FULFILLED,ARS,3,13200.0,792.0,38808.0
4731,20250813,1231,1,1,0,268,2385,1000003532,5000004730,FULFILLED,ARS,3,10800.0,648.0,31752.0
4732,20250813,1231,2,1,0,268,2385,1000003532,5000004731,FULFILLED,ARS,2,15000.0,0.0,30000.0
4733,20250403,571,1,2,1,3164,1,1000003533,5000004732,CANCELLED,ARS,2,10800.0,1080.0,20520.0
4734,20250222,1336,2,2,1,2225,1,1000003534,5000004733,FULFILLED,ARS,3,16500.0,0.0,49500.0
4735,20240227,243,1,2,1,1979,1,1000003535,5000004734,FULFILLED,ARS,2,10800.0,0.0,21600.0
4736,20240227,243,1,2,1,1979,1,1000003535,5000004735,FULFILLED,ARS,1,10800.0,540.0,10260.0
4737,20241127,678,2,2,3,1439,3,1000003536,5000004736,CANCELLED,ARS,1,15000.0,750.0,14250.0
4738,20240218,791,2,1,0,2671,496,1000003537,5000004737,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4739,20240218,791,2,1,0,2671,496,1000003537,5000004738,FULFILLED,ARS,1,15750.0,787.5,14962.5
4740,20250506,580,2,1,0,28,3056,1000003538,5000004739,FULFILLED,ARS,1,15000.0,300.0,14700.0
4741,20241208,121,2,2,3,195,3,1000003539,5000004740,PAID,ARS,3,15750.0,4725.0,42525.0
4742,20250715,1130,2,2,4,1099,4,1000003540,5000004741,FULFILLED,ARS,2,15000.0,0.0,30000.0
4743,20240525,1275,2,2,4,2027,4,1000003541,5000004742,FULFILLED,ARS,3,15000.0,900.0,44100.0
4744,20240525,1275,1,2,4,2027,4,1000003541,5000004743,FULFILLED,ARS,2,12000.0,1200.0,22800.0
4745,20240422,1039,1,1,0,412,1981,1000003542,5000004744,CANCELLED,ARS,3,13200.0,1980.0,37620.0
4746,20241013,171,1,2,3,2078,3,1000003543,5000004745,FULFILLED,ARS,2,10800.0,432.0,21168.0
4747,20250525,132,2,2,1,1208,1,1000003544,5000004746,FULFILLED,ARS,3,16500.0,4950.0,44550.0
4748,20250117,889,1,2,3,1217,3,1000003545,5000004747,FULFILLED,ARS,2,10800.0,1080.0,20520.0
4749,20250117,889,2,2,3,1217,3,1000003545,5000004748,FULFILLED,ARS,1,16500.0,330.0,16170.0
4750,20240216,640,1,1,0,1964,1814,1000003546,5000004749,FULFILLED,ARS,3,10800.0,1620.0,30780.0
4751,20250524,841,2,1,0,2489,22,1000003547,5000004750,FULFILLED,ARS,3,15000.0,4500.0,40500.0
4752,20250115,1188,1,2,4,1600,4,1000003548,5000004751,CANCELLED,ARS,2,12000.0,1200.0,22800.0
4753,20241103,1319,1,1,0,0,2845,1000003549,5000004752,FULFILLED,ARS,2,12000.0,2400.0,21600.0
4754,20250107,580,2,1,0,917,2315,1000003550,5000004753,FULFILLED,ARS,1,15000.0,300.0,14700.0
4755,20241015,589,1,1,0,877,3068,1000003551,5000004754,FULFILLED,ARS,1,12600.0,0.0,12600.0
4756,20250216,204,1,1,0,0,3107,1000003552,5000004755,CANCELLED,ARS,3,12000.0,3600.0,32400.0
4757,20240409,867,2,1,0,1536,528,1000003553,5000004756,FULFILLED,ARS,3,13500.0,2025.0,38475.0
4758,20240923,250,2,1,0,101,3162,1000003554,5000004757,FULFILLED,ARS,1,13500.0,675.0,12825.0
4759,20250501,1215,2,1,0,504,1711,1000003555,5000004758,FULFILLED,ARS,1,15000.0,300.0,14700.0
4760,20240417,1363,1,2,4,1395,4,1000003556,5000004759,PAID,ARS,1,13200.0,1320.0,11880.0
4761,20250629,589,1,1,0,505,1928,1000003557,5000004760,PAID,ARS,3,10800.0,3240.0,29160.0
4762,20250629,589,2,1,0,505,1928,1000003557,5000004761,PAID,ARS,2,13500.0,540.0,26460.0
4763,20240519,1462,1,1,0,489,2377,1000003558,5000004762,PAID,ARS,3,10800.0,3240.0,29160.0
4764,20250622,837,2,2,4,2398,4,1000003559,5000004763,PAID,ARS,3,13500.0,0.0,40500.0
4765,20241208,1210,1,2,1,266,1,1000003560,5000004764,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4766,20241126,370,1,2,3,1570,3,1000003561,5000004765,FULFILLED,ARS,2,10800.0,2160.0,19440.0
4767,20250803,1474,1,2,4,1011,4,1000003562,5000004766,FULFILLED,ARS,3,10800.0,648.0,31752.0
4768,20250803,1474,1,2,4,1011,4,1000003562,5000004767,FULFILLED,ARS,1,12000.0,240.0,11760.0
4769,20250803,1474,1,2,4,1011,4,1000003562,5000004768,FULFILLED,ARS,2,10800.0,2160.0,19440.0
4770,20241122,294,2,2,1,2274,1,1000003563,5000004769,FULFILLED,ARS,2,15750.0,3150.0,28350.0
4771,20250515,1427,2,1,0,1983,2099,1000003564,5000004770,FULFILLED,ARS,2,15000.0,1500.0,28500.0
4772,20240611,119,2,1,0,660,2492,1000003565,5000004771,FULFILLED,ARS,3,13500.0,0.0,40500.0
4773,20240611,119,2,1,0,660,2492,1000003565,5000004772,FULFILLED,ARS,1,15750.0,1575.0,14175.0
4774,20240103,485,2,1,0,0,2874,1000003566,5000004773,PAID,ARS,3,15000.0,4500.0,40500.0
4775,20240130,583,2,2,4,1192,4,1000003567,5000004774,FULFILLED,ARS,2,15000.0,600.0,29400.0
4776,20240130,583,1,2,4,1192,4,1000003567,5000004775,FULFILLED,ARS,2,12600.0,504.0,24696.0
4777,20250421,1463,1,1,0,160,1622,1000003568,5000004776,FULFILLED,ARS,1,12000.0,600.0,11400.0
4778,20250402,160,2,1,0,2694,908,1000003569,5000004777,FULFILLED,ARS,2,15000.0,1500.0,28500.0
4779,20250817,629,2,1,0,73,510,1000003570,5000004778,CANCELLED,ARS,3,13500.0,2025.0,38475.0
4780,20250817,629,2,1,0,73,510,1000003570,5000004779,CANCELLED,ARS,1,15000.0,0.0,15000.0
4781,20240806,727,1,2,1,1247,1,1000003571,5000004780,FULFILLED,ARS,3,10800.0,648.0,31752.0
4782,20240503,590,2,1,0,579,3158,1000003572,5000004781,FULFILLED,ARS,3,15000.0,0.0,45000.0
4783,20241021,443,2,1,0,2550,2024,1000003573,5000004782,PAID,ARS,2,15000.0,600.0,29400.0
4784,20240317,705,2,1,0,1794,1878,1000003574,5000004783,FULFILLED,ARS,1,15750.0,315.0,15435.0
4785,20250511,188,2,1,0,0,2062,1000003575,5000004784,FULFILLED,ARS,1,15000.0,750.0,14250.0
4786,20240413,1097,1,2,4,1411,4,1000003576,5000004785,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4787,20250219,1328,2,2,4,2563,4,1000003577,5000004786,PAID,ARS,1,15000.0,300.0,14700.0
4788,20240103,304,1,2,3,2411,3,1000003578,5000004787,FULFILLED,ARS,2,12600.0,0.0,25200.0
4789,20250715,876,2,1,0,2211,1812,1000003579,5000004788,REFUNDED,ARS,3,15750.0,4725.0,42525.0
4790,20250715,876,1,1,0,2211,1812,1000003579,5000004789,REFUNDED,ARS,2,12000.0,1200.0,22800.0
4791,20240502,1116,1,1,0,2548,1869,1000003580,5000004790,FULFILLED,ARS,1,12000.0,240.0,11760.0
4792,20250315,1219,2,1,0,568,867,1000003581,5000004791,FULFILLED,ARS,3,16500.0,990.0,48510.0
4793,20250120,1134,2,1,0,1945,907,1000003582,5000004792,FULFILLED,ARS,1,15000.0,300.0,14700.0
4794,20240301,1074,1,2,4,213,4,1000003583,5000004793,FULFILLED,ARS,2,12000.0,1200.0,22800.0
4795,20240301,1074,1,2,4,213,4,1000003583,5000004794,FULFILLED,ARS,2,13200.0,0.0,26400.0
4796,20250522,350,1,1,0,510,2061,1000003584,5000004795,FULFILLED,ARS,2,13200.0,528.0,25872.0
4797,20241220,1406,1,1,0,2808,2454,1000003585,5000004796,CANCELLED,ARS,2,12000.0,1200.0,22800.0
4798,20250217,1176,1,2,4,2827,4,1000003586,5000004797,FULFILLED,ARS,1,13200.0,1320.0,11880.0
4799,20250217,1176,2,2,4,2827,4,1000003586,5000004798,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4800,20240227,1367,2,1,0,773,407,1000003587,5000004799,PAID,ARS,3,15000.0,0.0,45000.0
4801,20240711,232,2,1,0,2966,1334,1000003588,5000004800,REFUNDED,ARS,3,15750.0,2362.5,44887.5
4802,20250625,844,2,1,0,681,1097,1000003589,5000004801,FULFILLED,ARS,3,15000.0,900.0,44100.0
4803,20250607,671,1,1,0,980,2775,1000003590,5000004802,FULFILLED,ARS,3,12000.0,720.0,35280.0
4804,20240813,407,1,1,0,2378,2310,1000003591,5000004803,FULFILLED,ARS,2,10800.0,2160.0,19440.0
4805,20250226,944,2,1,0,1322,2189,1000003592,5000004804,CANCELLED,ARS,1,13500.0,675.0,12825.0
4806,20241018,327,2,2,2,814,2,1000003593,5000004805,PAID,ARS,1,15750.0,315.0,15435.0
4807,20240628,199,1,1,0,77,2756,1000003594,5000004806,FULFILLED,ARS,3,10800.0,648.0,31752.0
4808,20240628,199,1,1,0,77,2756,1000003594,5000004807,FULFILLED,ARS,2,12000.0,480.0,23520.0
4809,20241224,1409,2,1,0,1994,1076,1000003595,5000004808,FULFILLED,ARS,2,15000.0,600.0,29400.0
4810,20241224,1409,2,1,0,1994,1076,1000003595,5000004809,FULFILLED,ARS,2,15750.0,630.0,30870.0
4811,20240229,949,1,2,2,345,2,1000003596,5000004810,PAID,ARS,2,12000.0,480.0,23520.0
4812,20240229,949,2,2,2,345,2,1000003596,5000004811,PAID,ARS,2,13500.0,540.0,26460.0
4813,20241106,900,2,1,0,1662,1115,1000003597,5000004812,PAID,ARS,3,15000.0,2250.0,42750.0
4814,20240307,932,2,2,1,2175,1,1000003598,5000004813,PAID,ARS,2,15000.0,0.0,30000.0
4815,20240115,683,2,2,1,2725,1,1000003599,5000004814,FULFILLED,ARS,3,16500.0,2475.0,47025.0
4816,20240216,1360,2,2,4,2874,4,1000003600,5000004815,CANCELLED,ARS,2,16500.0,1650.0,31350.0
4817,20240907,505,2,1,0,0,156,1000003601,5000004816,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4818,20250621,371,2,1,0,1100,514,1000003602,5000004817,REFUNDED,ARS,1,13500.0,1350.0,12150.0
4819,20240106,535,2,1,0,738,1935,1000003603,5000004818,FULFILLED,ARS,1,15000.0,750.0,14250.0
4820,20241019,446,1,1,0,302,550,1000003604,5000004819,FULFILLED,ARS,2,12600.0,0.0,25200.0
4821,20241019,446,1,1,0,302,550,1000003604,5000004820,FULFILLED,ARS,3,12000.0,3600.0,32400.0
4822,20250601,610,1,2,4,2274,4,1000003605,5000004821,CREATED,ARS,1,12000.0,0.0,12000.0
4823,20250601,610,2,2,4,2274,4,1000003605,5000004822,CREATED,ARS,2,15750.0,0.0,31500.0
4824,20240619,243,2,1,0,619,1732,1000003606,5000004823,CANCELLED,ARS,1,15000.0,1500.0,13500.0
4825,20241107,1469,1,2,2,2624,2,1000003607,5000004824,PAID,ARS,2,12000.0,1200.0,22800.0
4826,20250228,86,1,1,0,26,942,1000003608,5000004825,FULFILLED,ARS,3,13200.0,0.0,39600.0
4827,20250717,437,1,1,0,424,684,1000003609,5000004826,REFUNDED,ARS,1,12600.0,252.0,12348.0
4828,20250717,437,2,1,0,424,684,1000003609,5000004827,REFUNDED,ARS,1,15000.0,0.0,15000.0
4829,20240813,199,1,1,0,2601,900,1000003610,5000004828,FULFILLED,ARS,3,12000.0,720.0,35280.0
4830,20240813,199,2,1,0,2601,900,1000003610,5000004829,FULFILLED,ARS,2,15750.0,1575.0,29925.0
4831,20240427,350,1,1,0,60,309,1000003611,5000004830,CANCELLED,ARS,3,12000.0,0.0,36000.0
4832,20240427,350,2,1,0,60,309,1000003611,5000004831,CANCELLED,ARS,2,15000.0,1500.0,28500.0
4833,20240215,105,2,2,1,1144,1,1000003612,5000004832,FULFILLED,ARS,1,15000.0,750.0,14250.0
4834,20240215,105,2,2,1,1144,1,1000003612,5000004833,FULFILLED,ARS,2,15000.0,3000.0,27000.0
4835,20240426,698,1,1,0,211,2474,1000003613,5000004834,FULFILLED,ARS,2,12000.0,480.0,23520.0
4836,20240228,1236,1,1,0,2781,2872,1000003614,5000004835,FULFILLED,ARS,2,12000.0,480.0,23520.0
4837,20241228,1305,1,1,0,681,1106,1000003615,5000004836,FULFILLED,ARS,2,12600.0,1260.0,23940.0
4838,20250605,1262,1,1,0,1416,254,1000003616,5000004837,FULFILLED,ARS,1,12000.0,0.0,12000.0
4839,20250605,1262,2,1,0,1416,254,1000003616,5000004838,FULFILLED,ARS,3,15000.0,4500.0,40500.0
4840,20241228,1325,2,2,4,1852,4,1000003617,5000004839,FULFILLED,ARS,3,15750.0,2362.5,44887.5
4841,20240111,117,1,1,0,0,3153,1000003618,5000004840,CANCELLED,ARS,1,10800.0,216.0,10584.0
4842,20240111,117,1,1,0,0,3153,1000003618,5000004841,CANCELLED,ARS,3,13200.0,1980.0,37620.0
4843,20250922,1322,2,1,0,509,84,1000003619,5000004842,FULFILLED,ARS,2,15750.0,3150.0,28350.0
4844,20240204,694,2,2,3,3000,3,1000003620,5000004843,CREATED,ARS,3,15000.0,900.0,44100.0
4845,20240719,1092,2,2,2,3174,2,1000003621,5000004844,FULFILLED,ARS,2,15000.0,3000.0,27000.0
4846,20240329,279,2,1,0,1481,3068,1000003622,5000004845,PAID,ARS,2,16500.0,3300.0,29700.0
4847,20240107,1277,1,2,1,461,1,1000003623,5000004846,FULFILLED,ARS,2,12000.0,2400.0,21600.0
4848,20250706,983,1,2,3,1218,3,1000003624,5000004847,FULFILLED,ARS,1,12000.0,240.0,11760.0
4849,20240319,1300,2,1,0,1033,2080,1000003625,5000004848,FULFILLED,ARS,2,15750.0,1575.0,29925.0
4850,20241030,727,1,2,4,2189,4,1000003626,5000004849,REFUNDED,ARS,3,12000.0,3600.0,32400.0
4851,20240624,496,1,1,0,2927,1963,1000003627,5000004850,FULFILLED,ARS,2,12000.0,1200.0,22800.0
4852,20240808,657,1,1,0,2682,525,1000003628,5000004851,FULFILLED,ARS,3,12600.0,1890.0,35910.0
4853,20250114,277,1,1,0,0,1483,1000003629,5000004852,FULFILLED,ARS,1,12000.0,1200.0,10800.0
4854,20240925,523,1,1,0,243,744,1000003630,5000004853,FULFILLED,ARS,3,12000.0,0.0,36000.0
4855,20241111,126,2,1,0,1785,283,1000003631,5000004854,FULFILLED,ARS,2,15000.0,600.0,29400.0
4856,20240420,1034,2,2,1,745,1,1000003632,5000004855,CANCELLED,ARS,1,16500.0,1650.0,14850.0
4857,20250111,358,1,2,4,2428,4,1000003633,5000004856,FULFILLED,ARS,1,12000.0,0.0,12000.0
4858,20240327,637,1,1,0,968,1692,1000003634,5000004857,FULFILLED,ARS,3,12000.0,3600.0,32400.0
4859,20240831,691,1,2,2,24,2,1000003635,5000004858,FULFILLED,ARS,3,12600.0,3780.0,34020.0
4860,20241110,380,2,2,4,212,4,1000003636,5000004859,FULFILLED,ARS,1,15000.0,750.0,14250.0
4861,20241110,380,1,2,4,212,4,1000003636,5000004860,FULFILLED,ARS,3,12000.0,720.0,35280.0
4862,20241110,380,2,2,4,212,4,1000003636,5000004861,FULFILLED,ARS,2,15000.0,1500.0,28500.0
4863,20240827,1253,1,1,0,0,368,1000003637,5000004862,FULFILLED,ARS,1,12000.0,240.0,11760.0
4864,20240827,1253,1,1,0,0,368,1000003637,5000004863,FULFILLED,ARS,1,10800.0,0.0,10800.0
4865,20240722,1068,1,2,4,2640,4,1000003638,5000004864,CANCELLED,ARS,3,12000.0,720.0,35280.0
4866,20250225,1188,2,1,0,892,234,1000003639,5000004865,FULFILLED,ARS,3,15000.0,2250.0,42750.0
4867,20250815,1354,2,1,0,1178,1323,1000003640,5000004866,FULFILLED,ARS,1,15000.0,0.0,15000.0
4868,20240928,1109,1,2,2,428,2,1000003641,5000004867,FULFILLED,ARS,3,13200.0,792.0,38808.0
4869,20240911,1399,2,2,1,2363,1,1000003642,5000004868,FULFILLED,ARS,1,13500.0,270.0,13230.0
4870,20240911,1399,1,2,1,2363,1,1000003642,5000004869,FULFILLED,ARS,2,12000.0,480.0,23520.0
4871,20240512,672,1,2,1,245,1,1000003643,5000004870,FULFILLED,ARS,1,12000.0,240.0,11760.0
4872,20240512,672,2,2,1,245,1,1000003643,5000004871,FULFILLED,ARS,2,16500.0,3300.0,29700.0
4873,20240419,1351,1,2,1,3059,1,1000003644,5000004872,FULFILLED,ARS,3,12000.0,0.0,36000.0
4874,20240419,1351,1,2,1,3059,1,1000003644,5000004873,FULFILLED,ARS,1,12000.0,0.0,12000.0
4875,20240419,1351,2,2,1,3059,1,1000003644,5000004874,FULFILLED,ARS,2,15750.0,3150.0,28350.0
4876,20240727,725,2,1,0,2013,1776,1000003645,5000004875,CANCELLED,ARS,1,15000.0,0.0,15000.0
4877,20240727,725,1,1,0,2013,1776,1000003645,5000004876,CANCELLED,ARS,3,12000.0,0.0,36000.0
4878,20240618,1288,2,2,3,813,3,1000003646,5000004877,FULFILLED,ARS,2,15750.0,3150.0,28350.0
4879,20240711,542,2,1,0,3120,2243,1000003647,5000004878,FULFILLED,ARS,3,15750.0,945.0,46305.0
4880,20250919,205,2,1,0,0,2420,1000003648,5000004879,FULFILLED,ARS,1,15000.0,0.0,15000.0
4881,20250919,205,1,1,0,0,2420,1000003648,5000004880,FULFILLED,ARS,3,12600.0,3780.0,34020.0
4882,20240423,421,1,1,0,2148,1182,1000003649,5000004881,FULFILLED,ARS,1,12600.0,0.0,12600.0
4883,20240825,433,1,1,0,0,2925,1000003650,5000004882,PAID,ARS,3,12000.0,0.0,36000.0
4884,20240825,433,2,1,0,0,2925,1000003650,5000004883,PAID,ARS,2,15750.0,630.0,30870.0
4885,20240623,313,2,1,0,1276,1495,1000003651,5000004884,CANCELLED,ARS,1,15750.0,0.0,15750.0
4886,20240208,556,1,2,4,0,4,1000003652,5000004885,FULFILLED,ARS,3,12000.0,1800.0,34200.0
4887,20250412,1225,1,1,0,1799,709,1000003653,5000004886,FULFILLED,ARS,2,12000.0,0.0,24000.0
4888,20240812,1326,1,1,0,229,2759,1000003654,5000004887,PAID,ARS,2,12000.0,0.0,24000.0
4889,20240812,1326,1,1,0,229,2759,1000003654,5000004888,PAID,ARS,3,12000.0,3600.0,32400.0
4890,20250618,513,1,1,0,1202,544,1000003655,5000004889,CANCELLED,ARS,1,10800.0,0.0,10800.0
4891,20240505,196,2,1,0,352,1750,1000003656,5000004890,CREATED,ARS,3,16500.0,0.0,49500.0
4892,20240505,196,1,1,0,352,1750,1000003656,5000004891,CREATED,ARS,1,12600.0,0.0,12600.0
4893,20240929,377,1,1,0,0,2521,1000003657,5000004892,CANCELLED,ARS,2,12000.0,2400.0,21600.0
4894,20240608,400,1,2,2,2697,2,1000003658,5000004893,FULFILLED,ARS,2,12000.0,0.0,24000.0
4895,20250322,1177,2,1,0,906,2469,1000003659,5000004894,CREATED,ARS,1,15750.0,0.0,15750.0
4896,20250322,1177,1,1,0,906,2469,1000003659,5000004895,CREATED,ARS,3,12000.0,1800.0,34200.0
4897,20240311,833,2,1,0,172,1804,1000003660,5000004896,FULFILLED,ARS,3,15000.0,0.0,45000.0
4898,20240311,833,2,1,0,172,1804,1000003660,5000004897,FULFILLED,ARS,1,16500.0,0.0,16500.0
4899,20240922,308,1,1,0,1072,1460,1000003661,5000004898,CREATED,ARS,1,12600.0,630.0,11970.0
4900,20240917,291,1,2,4,49,4,1000003662,5000004899,FULFILLED,ARS,3,12000.0,0.0,36000.0
