nps_responses_id,responded_date_id,customer_id,channel_id,nps_response_id,comment,score
495,20241216,45,1,13000000494,Muy conforme con la calidad,4
496,20240401,584,2,13000000495,Todo perfecto,8
497,20250314,305,1,13000000496,Entrega rápida y producto excelente,9
498,20250828,1061,2,13000000497,Volvería a comprar,4
499,20250420,1051,2,13000000498,Todo perfecto,9
500,20250818,981,1,13000000499,Podría mejorar el empaque,8
501,20240127,381,1,13000000500,Entrega rápida y producto excelente,7
502,20240518,866,1,13000000501,Tardó un poco más de lo esperado,2
503,20240604,323,1,13000000502,Podría mejorar el empaque,9
504,20240504,1223,2,13000000503,Muy conforme con la calidad,8
505,20250630,728,2,13000000504,Podría mejorar el empaque,3
506,20240523,176,1,13000000505,Muy conforme con la calidad,8
507,20240327,620,1,13000000506,Atención muy buena,3
508,20241114,11,2,13000000507,Atención muy buena,8
509,20251002,866,1,13000000508,Podría mejorar el empaque,5
510,20240117,609,1,13000000509,Volvería a comprar,9
511,20250210,662,1,13000000510,Entrega rápida y producto excelente,6
512,20250321,1304,2,13000000511,Podría mejorar el empaque,3
513,20241024,1358,1,13000000512,Entrega rápida y producto excelente,5
514,20241003,1396,2,13000000513,Tardó un poco más de lo esperado,8
515,20241201,921,1,13000000514,Todo perfecto,7
516,20240325,193,2,13000000515,Todo perfecto,9
517,20250307,1366,1,13000000516,Podría mejorar el empaque,7
518,20241229,4,2,13000000517,UNKNOWN,8
519,20240402,373,1,13000000518,Entrega rápida y producto excelente,4
520,20250617,3,2,13000000519,Todo perfecto,10
521,20250622,156,2,13000000520,Muy conforme con la calidad,2
522,20250926,1274,2,13000000521,Muy conforme con la calidad,6
523,20250425,1200,1,13000000522,Volvería a comprar,9
524,20240305,1271,2,13000000523,Podría mejorar el empaque,9
525,20250614,1089,1,13000000524,Todo perfecto,10
526,20250909,1399,2,13000000525,Entrega rápida y producto excelente,9
527,20240708,20,1,13000000526,Volvería a comprar,8
528,20241212,874,2,13000000527,Atención muy buena,9
529,20241018,919,2,13000000528,Tardó un poco más de lo esperado,7
530,20250803,885,1,13000000529,Podría mejorar el empaque,9
531,20240818,123,2,13000000530,Muy conforme con la calidad,2
532,20240813,301,1,13000000531,Todo perfecto,10
533,20240924,1172,1,13000000532,Todo perfecto,5
534,20240823,1334,2,13000000533,Todo perfecto,7
535,20250822,1462,2,13000000534,Volvería a comprar,3
536,20241209,1393,2,13000000535,Atención muy buena,8
537,20240423,1220,1,13000000536,Todo perfecto,10
538,20250411,1355,1,13000000537,Podría mejorar el empaque,0
539,20240114,27,2,13000000538,Tardó un poco más de lo esperado,8
540,20240701,921,1,13000000539,Volvería a comprar,3
541,20240316,1469,2,13000000540,Volvería a comprar,9
542,20250629,1228,1,13000000541,Muy conforme con la calidad,9
543,20240526,1123,2,13000000542,Tardó un poco más de lo esperado,7
544,20250907,125,1,13000000543,Entrega rápida y producto excelente,8
545,20241017,476,1,13000000544,UNKNOWN,9
546,20250616,833,1,13000000545,Volvería a comprar,5
547,20240320,253,1,13000000546,Muy conforme con la calidad,10
548,20240824,398,1,13000000547,Podría mejorar el empaque,9
549,20240119,253,2,13000000548,Todo perfecto,9
550,20240308,206,2,13000000549,Atención muy buena,9
551,20250910,899,1,13000000550,Muy conforme con la calidad,8
552,20250707,1254,1,13000000551,Tardó un poco más de lo esperado,3
553,20250518,1317,2,13000000552,Podría mejorar el empaque,10
554,20241119,466,1,13000000553,UNKNOWN,8
555,20241119,191,1,13000000554,Atención muy buena,9
556,20240629,362,2,13000000555,Muy conforme con la calidad,10
557,20240508,263,1,13000000556,UNKNOWN,7
558,20250309,1473,2,13000000557,Entrega rápida y producto excelente,10
559,20240725,1494,1,13000000558,Muy conforme con la calidad,10
560,20250719,359,1,13000000559,Muy conforme con la calidad,3
561,20250726,181,1,13000000560,Todo perfecto,10
562,20250402,682,1,13000000561,Volvería a comprar,10
563,20240530,1142,1,13000000562,Entrega rápida y producto excelente,9
564,20240518,475,1,13000000563,Entrega rápida y producto excelente,8
565,20241224,541,1,13000000564,Atención muy buena,10
566,20250622,1344,1,13000000565,Todo perfecto,10
567,20240726,561,2,13000000566,Muy conforme con la calidad,10
568,20240223,981,2,13000000567,Podría mejorar el empaque,8
569,20240421,311,1,13000000568,Muy conforme con la calidad,7
570,20250515,1007,2,13000000569,Atención muy buena,7
571,20250916,952,2,13000000570,UNKNOWN,6
572,20240522,1464,1,13000000571,Atención muy buena,8
573,20240619,863,2,13000000572,Todo perfecto,9
574,20250208,724,2,13000000573,Todo perfecto,6
575,20240315,612,1,13000000574,Atención muy buena,7
576,20240305,382,1,13000000575,Entrega rápida y producto excelente,5
577,20240114,311,1,13000000576,Todo perfecto,8
578,20251005,1041,2,13000000577,Podría mejorar el empaque,9
579,20250920,816,1,13000000578,Atención muy buena,7
580,20250924,189,2,13000000579,Volvería a comprar,6
581,20240813,1133,2,13000000580,Todo perfecto,0
582,20240928,1095,1,13000000581,Volvería a comprar,7
583,20250828,468,2,13000000582,Todo perfecto,1
584,20250223,416,2,13000000583,Muy conforme con la calidad,1
585,20250519,707,1,13000000584,Volvería a comprar,10
586,20240419,1375,1,13000000585,Atención muy buena,7
587,20250616,689,2,13000000586,Atención muy buena,7
588,20250404,759,2,13000000587,Atención muy buena,7
589,20250421,152,2,13000000588,Atención muy buena,7
590,20250618,724,2,13000000589,Tardó un poco más de lo esperado,5
591,20240824,495,1,13000000590,Muy conforme con la calidad,6
592,20240304,1104,1,13000000591,UNKNOWN,4
593,20240823,1158,1,13000000592,UNKNOWN,0
594,20250619,932,1,13000000593,Todo perfecto,9
595,20240905,150,1,13000000594,Volvería a comprar,2
596,20240320,323,2,13000000595,Podría mejorar el empaque,2
597,20240324,536,1,13000000596,Atención muy buena,5
598,20250622,1245,1,13000000597,Todo perfecto,10
599,20250803,1284,1,13000000598,Podría mejorar el empaque,6
600,20250409,1168,1,13000000599,Muy conforme con la calidad,3
601,20240113,1346,1,13000000600,Podría mejorar el empaque,10
602,20240712,213,1,13000000601,Muy conforme con la calidad,7
603,20240709,311,2,13000000602,Atención muy buena,7
604,20240130,32,2,13000000603,Entrega rápida y producto excelente,9
605,20240212,606,1,13000000604,Atención muy buena,7
606,20241010,1309,2,13000000605,Volvería a comprar,9
607,20240322,833,1,13000000606,Volvería a comprar,7
608,20241124,1123,2,13000000607,Entrega rápida y producto excelente,9
609,20250731,878,2,13000000608,Tardó un poco más de lo esperado,8
610,20250621,1317,2,13000000609,UNKNOWN,8
611,20250529,218,2,13000000610,Entrega rápida y producto excelente,9
612,20250927,1456,1,13000000611,Volvería a comprar,8
613,20240820,987,1,13000000612,Muy conforme con la calidad,9
614,20240111,75,2,13000000613,Volvería a comprar,10
615,20250501,649,2,13000000614,Volvería a comprar,1
616,20250514,1095,1,13000000615,Atención muy buena,6
617,20240206,1136,2,13000000616,Tardó un poco más de lo esperado,9
618,20240610,1046,1,13000000617,Atención muy buena,7
619,20240830,1339,2,13000000618,Todo perfecto,8
620,20250323,724,1,13000000619,Volvería a comprar,3
621,20250814,32,2,13000000620,Muy conforme con la calidad,0
622,20240622,728,1,13000000621,Atención muy buena,8
623,20250711,299,1,13000000622,Atención muy buena,7
624,20250112,299,1,13000000623,Muy conforme con la calidad,5
625,20250412,404,1,13000000624,Podría mejorar el empaque,7
626,20250421,138,2,13000000625,Muy conforme con la calidad,10
627,20250410,1270,1,13000000626,Entrega rápida y producto excelente,9
628,20240514,1116,1,13000000627,Todo perfecto,7
629,20240816,239,1,13000000628,Entrega rápida y producto excelente,5
630,20240706,849,2,13000000629,Volvería a comprar,10
631,20240824,1432,2,13000000630,Volvería a comprar,9
632,20241217,109,2,13000000631,Entrega rápida y producto excelente,0
633,20240113,117,2,13000000632,Volvería a comprar,9
634,20250402,1007,2,13000000633,Podría mejorar el empaque,2
635,20241121,473,2,13000000634,Atención muy buena,9
636,20250430,188,1,13000000635,Todo perfecto,9
637,20250306,960,1,13000000636,Podría mejorar el empaque,9
638,20240320,298,1,13000000637,Todo perfecto,9
639,20250912,1146,1,13000000638,Tardó un poco más de lo esperado,10
640,20241007,790,1,13000000639,Muy conforme con la calidad,10
641,20240509,114,1,13000000640,Atención muy buena,10
642,20250424,778,1,13000000641,Muy conforme con la calidad,8
643,20250530,1380,1,13000000642,UNKNOWN,2
644,20251002,1265,2,13000000643,UNKNOWN,8
645,20250316,171,1,13000000644,Muy conforme con la calidad,7
646,20250502,384,1,13000000645,Podría mejorar el empaque,6
647,20250407,917,1,13000000646,Tardó un poco más de lo esperado,9
648,20250706,1262,2,13000000647,Tardó un poco más de lo esperado,0
649,20240918,1174,1,13000000648,Atención muy buena,6
650,20240128,312,1,13000000649,Todo perfecto,10
651,20241226,1107,1,13000000650,Podría mejorar el empaque,6
652,20240725,786,1,13000000651,Entrega rápida y producto excelente,8
653,20250406,956,1,13000000652,Muy conforme con la calidad,6
654,20250322,227,2,13000000653,Muy conforme con la calidad,7
655,20240527,1339,1,13000000654,Entrega rápida y producto excelente,9
656,20250202,79,1,13000000655,UNKNOWN,6
657,20240603,515,1,13000000656,Volvería a comprar,9
658,20250324,1098,1,13000000657,UNKNOWN,8
659,20240922,254,1,13000000658,Todo perfecto,6
660,20250517,1459,1,13000000659,Todo perfecto,1
661,20250609,688,2,13000000660,Muy conforme con la calidad,8
662,20240310,1356,2,13000000661,Atención muy buena,7
663,20240119,1409,2,13000000662,Podría mejorar el empaque,1
664,20241104,512,1,13000000663,Tardó un poco más de lo esperado,9
665,20250409,284,1,13000000664,Todo perfecto,7
666,20250418,79,2,13000000665,Muy conforme con la calidad,2
667,20250928,1246,1,13000000666,Volvería a comprar,7
668,20250426,343,2,13000000667,Entrega rápida y producto excelente,7
669,20250330,387,1,13000000668,UNKNOWN,7
670,20240214,682,2,13000000669,Entrega rápida y producto excelente,8
671,20250328,778,1,13000000670,Tardó un poco más de lo esperado,7
672,20250517,507,1,13000000671,UNKNOWN,6
673,20240226,640,1,13000000672,Volvería a comprar,10
674,20250415,1249,1,13000000673,Todo perfecto,7
675,20240817,958,1,13000000674,Volvería a comprar,8
676,20240307,1259,1,13000000675,Podría mejorar el empaque,7
677,20240329,1441,1,13000000676,Volvería a comprar,10
678,20250713,379,2,13000000677,Podría mejorar el empaque,9
679,20241227,115,1,13000000678,Atención muy buena,7
680,20240123,1496,2,13000000679,UNKNOWN,8
681,20240310,1435,1,13000000680,Muy conforme con la calidad,7
682,20240527,1271,1,13000000681,Podría mejorar el empaque,3
683,20240422,643,1,13000000682,Volvería a comprar,9
684,20250113,1006,2,13000000683,Volvería a comprar,6
685,20240621,672,1,13000000684,Entrega rápida y producto excelente,10
686,20250114,439,1,13000000685,Todo perfecto,0
687,20240306,928,1,13000000686,Tardó un poco más de lo esperado,1
688,20240329,705,1,13000000687,Todo perfecto,6
689,20250812,717,2,13000000688,Podría mejorar el empaque,8
690,20240127,622,2,13000000689,Podría mejorar el empaque,7
691,20240601,90,2,13000000690,Tardó un poco más de lo esperado,7
692,20250409,1101,2,13000000691,UNKNOWN,10
693,20241101,1362,1,13000000692,Tardó un poco más de lo esperado,9
694,20241020,644,2,13000000693,Volvería a comprar,9
695,20250919,265,1,13000000694,Muy conforme con la calidad,9
696,20250408,506,1,13000000695,UNKNOWN,8
697,20250414,737,1,13000000696,UNKNOWN,0
698,20240924,1294,1,13000000697,Podría mejorar el empaque,10
699,20250508,204,1,13000000698,Entrega rápida y producto excelente,8
700,20241014,1246,1,13000000699,Volvería a comprar,10
701,20240801,314,1,13000000700,Tardó un poco más de lo esperado,1
702,20250819,614,2,13000000701,Muy conforme con la calidad,10
703,20250122,497,2,13000000702,Volvería a comprar,8
704,20240622,1267,2,13000000703,Volvería a comprar,8
705,20240426,768,1,13000000704,Atención muy buena,8
706,20240819,886,2,13000000705,Muy conforme con la calidad,3
707,20240128,1173,1,13000000706,UNKNOWN,1
708,20250718,561,1,13000000707,Volvería a comprar,10
709,20240212,59,2,13000000708,Todo perfecto,10
710,20250502,951,2,13000000709,Podría mejorar el empaque,6
711,20241128,790,1,13000000710,UNKNOWN,9
712,20250809,412,1,13000000711,Atención muy buena,6
713,20240227,1250,2,13000000712,Tardó un poco más de lo esperado,3
714,20250113,146,1,13000000713,Tardó un poco más de lo esperado,9
715,20240816,670,2,13000000714,Todo perfecto,9
716,20240303,595,1,13000000715,Todo perfecto,9
717,20241110,1027,1,13000000716,Volvería a comprar,9
718,20240808,1183,2,13000000717,Tardó un poco más de lo esperado,9
719,20250729,655,1,13000000718,Todo perfecto,9
720,20240410,287,1,13000000719,Volvería a comprar,9
721,20250726,489,2,13000000720,Todo perfecto,10
722,20250717,897,1,13000000721,Entrega rápida y producto excelente,9
723,20240227,1094,1,13000000722,Podría mejorar el empaque,7
724,20241220,713,2,13000000723,Podría mejorar el empaque,7
725,20241020,1222,2,13000000724,Atención muy buena,6
726,20250724,176,1,13000000725,UNKNOWN,7
727,20241217,1373,2,13000000726,Muy conforme con la calidad,9
728,20240811,613,2,13000000727,Tardó un poco más de lo esperado,3
729,20240206,1082,2,13000000728,Todo perfecto,9
730,20250611,790,1,13000000729,Tardó un poco más de lo esperado,5
731,20240907,173,1,13000000730,Atención muy buena,9
732,20250903,800,1,13000000731,Muy conforme con la calidad,5
733,20250224,1014,2,13000000732,Muy conforme con la calidad,0
734,20240116,719,1,13000000733,Entrega rápida y producto excelente,8
735,20250403,1247,2,13000000734,UNKNOWN,7
736,20241226,882,1,13000000735,UNKNOWN,8
737,20250213,281,1,13000000736,Tardó un poco más de lo esperado,7
738,20241025,1014,2,13000000737,Entrega rápida y producto excelente,6
739,20241020,621,1,13000000738,Tardó un poco más de lo esperado,4
740,20250608,441,1,13000000739,Muy conforme con la calidad,7
741,20240522,1062,2,13000000740,UNKNOWN,9
742,20250821,952,1,13000000741,Tardó un poco más de lo esperado,10
743,20240704,496,1,13000000742,Entrega rápida y producto excelente,6
744,20240612,338,1,13000000743,Muy conforme con la calidad,5
745,20240522,192,1,13000000744,Volvería a comprar,7
746,20240422,292,1,13000000745,UNKNOWN,10
747,20250521,483,2,13000000746,UNKNOWN,10
748,20250506,1356,1,13000000747,Tardó un poco más de lo esperado,3
749,20250904,1234,2,13000000748,UNKNOWN,8
750,20250919,359,1,13000000749,Entrega rápida y producto excelente,9
751,20240309,671,1,13000000750,Volvería a comprar,8
752,20240504,595,2,13000000751,UNKNOWN,9
753,20250530,1405,2,13000000752,Entrega rápida y producto excelente,7
754,20250118,1230,1,13000000753,UNKNOWN,5
755,20251005,173,1,13000000754,Todo perfecto,7
756,20250221,130,2,13000000755,Muy conforme con la calidad,0
757,20240909,1134,1,13000000756,UNKNOWN,9
758,20250525,132,1,13000000757,Muy conforme con la calidad,8
759,20240610,74,2,13000000758,Todo perfecto,0
760,20240417,147,2,13000000759,Todo perfecto,5
761,20250408,791,1,13000000760,UNKNOWN,10
762,20240728,849,1,13000000761,UNKNOWN,10
763,20240305,84,1,13000000762,Tardó un poco más de lo esperado,8
764,20250917,1313,2,13000000763,Entrega rápida y producto excelente,7
765,20250804,930,2,13000000764,Atención muy buena,9
766,20240708,160,2,13000000765,Entrega rápida y producto excelente,3
767,20250918,1128,2,13000000766,UNKNOWN,10
768,20250413,1029,1,13000000767,Todo perfecto,8
769,20240809,185,1,13000000768,Todo perfecto,10
770,20240609,1144,2,13000000769,Podría mejorar el empaque,8
771,20240815,930,1,13000000770,Atención muy buena,6
772,20250908,774,1,13000000771,Tardó un poco más de lo esperado,10
773,20240822,688,2,13000000772,Podría mejorar el empaque,1
774,20240409,433,1,13000000773,Tardó un poco más de lo esperado,9
775,20250321,249,1,13000000774,Entrega rápida y producto excelente,9
776,20250303,279,2,13000000775,Muy conforme con la calidad,0
777,20240906,1452,1,13000000776,UNKNOWN,9
778,20240117,1223,2,13000000777,Todo perfecto,8
779,20241005,1385,1,13000000778,Entrega rápida y producto excelente,10
780,20250808,722,1,13000000779,Atención muy buena,9
781,20240530,1085,2,13000000780,Muy conforme con la calidad,6
782,20250816,378,1,13000000781,Volvería a comprar,3
783,20241202,54,1,13000000782,Podría mejorar el empaque,3
784,20240621,727,2,13000000783,Podría mejorar el empaque,6
785,20250526,1398,1,13000000784,Todo perfecto,9
786,20250916,1406,1,13000000785,Podría mejorar el empaque,4
787,20250426,591,1,13000000786,Todo perfecto,10
788,20240402,10,2,13000000787,Tardó un poco más de lo esperado,9
789,20240908,877,1,13000000788,UNKNOWN,2
790,20241128,522,2,13000000789,Muy conforme con la calidad,8
791,20240826,203,2,13000000790,Entrega rápida y producto excelente,7
792,20241027,1049,2,13000000791,Entrega rápida y producto excelente,10
793,20250928,855,2,13000000792,Volvería a comprar,8
794,20240122,584,1,13000000793,Entrega rápida y producto excelente,7
795,20240823,1387,2,13000000794,UNKNOWN,5
796,20241206,571,1,13000000795,Todo perfecto,10
797,20250609,791,2,13000000796,Muy conforme con la calidad,6
798,20241222,106,2,13000000797,Tardó un poco más de lo esperado,7
799,20240429,1114,2,13000000798,UNKNOWN,10
800,20241229,397,1,13000000799,Volvería a comprar,5
801,20250519,46,2,13000000800,Volvería a comprar,9
802,20241228,1260,2,13000000801,Muy conforme con la calidad,8
803,20241107,1473,2,13000000802,Podría mejorar el empaque,6
804,20250425,582,1,13000000803,UNKNOWN,10
805,20240326,323,1,13000000804,Atención muy buena,8
806,20240508,203,1,13000000805,Tardó un poco más de lo esperado,7
807,20250513,1180,1,13000000806,Tardó un poco más de lo esperado,8
808,20250119,358,2,13000000807,Entrega rápida y producto excelente,6
809,20250515,922,1,13000000808,Volvería a comprar,8
810,20250225,645,2,13000000809,Entrega rápida y producto excelente,4
811,20250212,582,1,13000000810,Atención muy buena,7
812,20250920,783,2,13000000811,Podría mejorar el empaque,2
813,20240123,852,1,13000000812,Atención muy buena,0
814,20250809,513,1,13000000813,Entrega rápida y producto excelente,2
815,20240314,169,1,13000000814,Entrega rápida y producto excelente,8
816,20240501,1209,1,13000000815,UNKNOWN,10
817,20250930,147,1,13000000816,Muy conforme con la calidad,9
818,20250207,185,1,13000000817,Podría mejorar el empaque,6
819,20241027,739,2,13000000818,Volvería a comprar,10
820,20250122,1470,2,13000000819,Atención muy buena,7
821,20250213,198,1,13000000820,Muy conforme con la calidad,8
822,20240312,884,1,13000000821,Todo perfecto,8
823,20241119,457,1,13000000822,Podría mejorar el empaque,10
824,20241226,1184,1,13000000823,Podría mejorar el empaque,10
825,20250527,221,2,13000000824,Entrega rápida y producto excelente,7
826,20240829,117,2,13000000825,Volvería a comprar,10
827,20240717,703,2,13000000826,Todo perfecto,6
828,20251004,58,1,13000000827,Podría mejorar el empaque,10
829,20250506,840,1,13000000828,Volvería a comprar,8
830,20250205,634,2,13000000829,Volvería a comprar,8
831,20241109,914,2,13000000830,Atención muy buena,9
832,20250505,1281,1,13000000831,Atención muy buena,8
833,20240118,852,2,13000000832,Atención muy buena,5
834,20240321,1336,2,13000000833,Tardó un poco más de lo esperado,7
835,20251009,1264,1,13000000834,Volvería a comprar,1
836,20250201,140,1,13000000835,UNKNOWN,1
837,20240612,162,1,13000000836,Podría mejorar el empaque,9
838,20240502,460,1,13000000837,Volvería a comprar,8
839,20241108,1392,1,13000000838,Podría mejorar el empaque,5
840,20241109,4,2,13000000839,Entrega rápida y producto excelente,9
841,20241130,1372,2,13000000840,UNKNOWN,8
842,20250726,921,2,13000000841,Atención muy buena,7
843,20241002,880,1,13000000842,Todo perfecto,8
844,20240531,603,2,13000000843,Todo perfecto,10
845,20250219,389,1,13000000844,Muy conforme con la calidad,5
846,20240209,769,2,13000000845,Podría mejorar el empaque,8
847,20240823,1480,2,13000000846,Podría mejorar el empaque,9
848,20250620,1352,1,13000000847,Todo perfecto,1
849,20240531,1081,1,13000000848,Todo perfecto,6
850,20250811,1318,2,13000000849,Volvería a comprar,10
851,20240112,1129,2,13000000850,Muy conforme con la calidad,8
852,20250730,495,1,13000000851,Muy conforme con la calidad,7
853,20240325,586,1,13000000852,Entrega rápida y producto excelente,10
854,20240425,554,1,13000000853,Entrega rápida y producto excelente,7
855,20250922,440,1,13000000854,Muy conforme con la calidad,1
856,20241231,212,1,13000000855,Entrega rápida y producto excelente,8
857,20250518,538,1,13000000856,Muy conforme con la calidad,8
858,20250730,588,2,13000000857,Atención muy buena,0
859,20250805,1135,1,13000000858,Atención muy buena,7
860,20240624,452,1,13000000859,Podría mejorar el empaque,7
861,20250219,26,1,13000000860,Entrega rápida y producto excelente,5
862,20240907,33,2,13000000861,Muy conforme con la calidad,10
863,20250513,229,1,13000000862,Entrega rápida y producto excelente,9
864,20240307,1155,1,13000000863,Volvería a comprar,10
865,20250902,843,1,13000000864,Muy conforme con la calidad,6
866,20240513,570,2,13000000865,Tardó un poco más de lo esperado,8
867,20250528,1208,1,13000000866,Tardó un poco más de lo esperado,8
868,20250509,275,1,13000000867,Entrega rápida y producto excelente,7
869,20250413,529,1,13000000868,Tardó un poco más de lo esperado,6
870,20250323,599,2,13000000869,Atención muy buena,10
871,20250119,333,1,13000000870,Todo perfecto,5
872,20240422,6,1,13000000871,Muy conforme con la calidad,9
873,20250511,549,1,13000000872,Atención muy buena,9
874,20250326,1427,2,13000000873,Muy conforme con la calidad,6
875,20241009,1237,1,13000000874,Entrega rápida y producto excelente,7
876,20250226,432,2,13000000875,Volvería a comprar,8
877,20250502,657,1,13000000876,Tardó un poco más de lo esperado,7
878,20250422,730,1,13000000877,Todo perfecto,9
879,20241012,824,2,13000000878,Tardó un poco más de lo esperado,7
880,20250302,1001,1,13000000879,UNKNOWN,9
881,20250510,188,1,13000000880,Atención muy buena,8
882,20250711,965,1,13000000881,UNKNOWN,6
883,20250929,717,1,13000000882,Tardó un poco más de lo esperado,9
884,20240306,1085,2,13000000883,Tardó un poco más de lo esperado,9
885,20241009,765,1,13000000884,Tardó un poco más de lo esperado,9
886,20250628,484,2,13000000885,Volvería a comprar,2
887,20251002,931,1,13000000886,Atención muy buena,6
888,20250905,417,1,13000000887,Tardó un poco más de lo esperado,10
889,20241016,801,2,13000000888,Tardó un poco más de lo esperado,10
890,20240621,501,1,13000000889,Atención muy buena,4
891,20240331,1358,2,13000000890,Volvería a comprar,9
892,20250822,1325,2,13000000891,Entrega rápida y producto excelente,6
893,20241226,960,1,13000000892,Muy conforme con la calidad,10
894,20240721,637,1,13000000893,Volvería a comprar,6
895,20240330,956,2,13000000894,Muy conforme con la calidad,2
896,20250404,533,2,13000000895,Podría mejorar el empaque,7
897,20250702,1495,1,13000000896,Volvería a comprar,6
898,20250514,1025,2,13000000897,Podría mejorar el empaque,8
899,20240910,1176,1,13000000898,Podría mejorar el empaque,10
900,20240328,803,2,13000000899,Atención muy buena,8
901,20240608,725,1,13000000900,Entrega rápida y producto excelente,6
902,20250630,938,1,13000000901,Entrega rápida y producto excelente,9
903,20240911,1031,1,13000000902,Podría mejorar el empaque,8
904,20241106,696,1,13000000903,Atención muy buena,1
905,20250805,237,1,13000000904,UNKNOWN,3
906,20250214,1053,1,13000000905,Entrega rápida y producto excelente,10
907,20250405,308,1,13000000906,Volvería a comprar,6
908,20250918,672,1,13000000907,Tardó un poco más de lo esperado,8
909,20250722,1147,2,13000000908,Entrega rápida y producto excelente,8
910,20250612,1238,2,13000000909,Todo perfecto,7
911,20250411,460,2,13000000910,Podría mejorar el empaque,8
912,20240218,906,2,13000000911,Podría mejorar el empaque,10
913,20240119,825,1,13000000912,Tardó un poco más de lo esperado,8
914,20250509,1095,2,13000000913,UNKNOWN,8
915,20250219,435,2,13000000914,Todo perfecto,10
916,20250222,585,2,13000000915,UNKNOWN,8
917,20240904,281,2,13000000916,Tardó un poco más de lo esperado,9
918,20250821,82,2,13000000917,UNKNOWN,6
919,20240503,329,1,13000000918,Muy conforme con la calidad,10
920,20241219,415,1,13000000919,UNKNOWN,7
921,20240306,1135,1,13000000920,UNKNOWN,4
922,20240506,1021,1,13000000921,Volvería a comprar,4
923,20251010,160,1,13000000922,UNKNOWN,4
924,20250118,434,1,13000000923,Tardó un poco más de lo esperado,7
925,20241122,357,2,13000000924,Muy conforme con la calidad,4
926,20250412,1285,1,13000000925,Todo perfecto,7
927,20250217,229,1,13000000926,Muy conforme con la calidad,7
928,20240608,420,1,13000000927,UNKNOWN,9
929,20241220,2,2,13000000928,Tardó un poco más de lo esperado,8
930,20240803,47,1,13000000929,Todo perfecto,10
931,20250501,1163,1,13000000930,Tardó un poco más de lo esperado,6
932,20250731,1423,1,13000000931,Entrega rápida y producto excelente,9
933,20240813,615,1,13000000932,Todo perfecto,4
934,20251012,1149,1,13000000933,Muy conforme con la calidad,7
935,20240928,628,1,13000000934,Muy conforme con la calidad,8
936,20250109,1247,1,13000000935,Volvería a comprar,5
937,20250620,458,1,13000000936,Tardó un poco más de lo esperado,9
938,20250605,95,2,13000000937,Entrega rápida y producto excelente,10
939,20240227,1002,1,13000000938,Atención muy buena,7
940,20250223,488,2,13000000939,Podría mejorar el empaque,1
941,20250805,851,2,13000000940,Volvería a comprar,4
942,20250301,509,2,13000000941,Entrega rápida y producto excelente,7
943,20250319,888,1,13000000942,Muy conforme con la calidad,10
944,20240619,1268,2,13000000943,Atención muy buena,9
945,20240815,507,2,13000000944,Muy conforme con la calidad,9
946,20250605,387,2,13000000945,Tardó un poco más de lo esperado,10
947,20241114,670,1,13000000946,Tardó un poco más de lo esperado,2
948,20250726,186,1,13000000947,UNKNOWN,9
949,20240729,1235,1,13000000948,Podría mejorar el empaque,9
950,20240808,418,1,13000000949,Muy conforme con la calidad,10
951,20240722,196,1,13000000950,Volvería a comprar,6
952,20240322,304,1,13000000951,UNKNOWN,10
953,20241230,1434,2,13000000952,UNKNOWN,9
954,20250522,453,2,13000000953,Volvería a comprar,10
955,20240823,1040,2,13000000954,Tardó un poco más de lo esperado,4
956,20250516,107,1,13000000955,Atención muy buena,10
957,20250319,887,2,13000000956,Muy conforme con la calidad,8
958,20250426,837,1,13000000957,UNKNOWN,10
959,20250513,1327,1,13000000958,Todo perfecto,9
960,20240417,836,1,13000000959,Podría mejorar el empaque,9
961,20250525,1413,1,13000000960,Podría mejorar el empaque,8
962,20240304,621,2,13000000961,Atención muy buena,9
963,20240831,947,1,13000000962,UNKNOWN,6
964,20240130,1015,1,13000000963,Entrega rápida y producto excelente,8
965,20250625,458,2,13000000964,Muy conforme con la calidad,9
966,20250818,1462,1,13000000965,UNKNOWN,9
967,20241009,289,2,13000000966,Todo perfecto,3
968,20240304,1318,2,13000000967,Podría mejorar el empaque,0
969,20240220,720,2,13000000968,Todo perfecto,6
970,20241025,350,2,13000000969,Entrega rápida y producto excelente,7
971,20240218,1276,1,13000000970,Volvería a comprar,8
972,20250217,1141,2,13000000971,UNKNOWN,10
973,20250415,640,2,13000000972,UNKNOWN,10
974,20250907,8,2,13000000973,Todo perfecto,8
975,20250126,666,2,13000000974,UNKNOWN,8
976,20241026,1451,1,13000000975,Podría mejorar el empaque,10
977,20250417,384,1,13000000976,Muy conforme con la calidad,6
978,20241013,1130,1,13000000977,Atención muy buena,10
979,20240413,547,1,13000000978,Entrega rápida y producto excelente,8
980,20250526,1228,1,13000000979,Tardó un poco más de lo esperado,10
981,20250909,1209,1,13000000980,Todo perfecto,9
982,20250425,1489,1,13000000981,Entrega rápida y producto excelente,9
983,20250311,4,1,13000000982,Todo perfecto,10
984,20240813,760,1,13000000983,Atención muy buena,9
985,20240606,286,1,13000000984,Entrega rápida y producto excelente,9
986,20250220,951,1,13000000985,Atención muy buena,10
987,20250807,487,2,13000000986,Atención muy buena,10
988,20240210,1218,2,13000000987,Atención muy buena,2
989,20250714,522,1,13000000988,Entrega rápida y producto excelente,5
990,20250303,468,1,13000000989,Podría mejorar el empaque,8
991,20240601,703,2,13000000990,Entrega rápida y producto excelente,10
