shipments_id,shipped_date_id,delivered_date_id,order_date_id,costumer_id,shipment_location_id,order_id,carrier,tracking_number,shipment_status,delivery_time_days
2146,20250815,20250818,20250814,690,1458,1000002145,Correo Argentino,TRK-FJ0QY1DD6T,SHIPPED,3.0
2147,20240814,20240815,20240814,1323,3,1000002146,PICKUP,UNKNOWN,DELIVERED,1.0
2148,20250515,20250518,20250514,204,543,1000002147,Correo Argentino,TRK-WH3CNCGJ9S,DELIVERED,3.0
2149,0,0,20240927,155,1891,1000002148,Correo Argentino,UNKNOWN,CANCELLED,0.0
2150,20241210,20241211,20241210,559,2,1000002149,PICKUP,UNKNOWN,SHIPPED,1.0
2151,20241106,20241108,20241105,1137,2709,1000002150,Correo Argentino,TRK-W94F8TQR7P,SHIPPED,2.0
2152,20240521,20240525,20240520,132,14,1000002151,Correo Argentino,TRK-B1X90OX4WB,DELIVERED,4.0
2153,20250826,20250827,20250826,674,3,1000002152,PICKUP,UNKNOWN,DELIVERED,1.0
2154,20240704,20240709,20240703,747,1822,1000002153,Correo Argentino,TRK-BQ8ZGAAEKP,SHIPPED,5.0
2155,20241102,20241103,20241102,503,2,1000002154,PICKUP,UNKNOWN,DELIVERED,1.0
2156,20240405,20240409,20240404,55,3081,1000002155,Correo Argentino,TRK-OT56TAT05I,SHIPPED,4.0
2157,20250910,20250914,20250909,146,1682,1000002156,Correo Argentino,TRK-CVSWOB0DJO,DELIVERED,4.0
2158,20250819,20250820,20250819,978,3,1000002157,PICKUP,UNKNOWN,DELIVERED,1.0
2159,20250412,20250417,20250411,1414,788,1000002158,Correo Argentino,TRK-J50JFGQ2XN,DELIVERED,5.0
2160,0,0,20240411,1406,1,1000002159,PICKUP,UNKNOWN,CANCELLED,0.0
2161,20250226,20250303,20250225,1188,1088,1000002160,Correo Argentino,TRK-OCWXFBT47Z,SHIPPED,5.0
2162,20241124,20241126,20241123,212,1393,1000002161,Correo Argentino,TRK-XUZQUVERI5,DELIVERED,2.0
2163,20240208,20240209,20240208,1075,1,1000002162,PICKUP,UNKNOWN,DELIVERED,1.0
2164,20250901,20250903,20250831,974,1117,1000002163,Correo Argentino,TRK-JFY3XWCLGU,DELIVERED,2.0
2165,20240620,20240621,20240620,1476,2,1000002164,PICKUP,UNKNOWN,DELIVERED,1.0
2166,20250127,20250131,20250126,1438,873,1000002165,Correo Argentino,TRK-I7O16AZ6O4,DELIVERED,4.0
2167,20240202,20240203,20240202,1012,4,1000002166,PICKUP,UNKNOWN,DELIVERED,1.0
2168,20250504,20250505,20250504,27,1,1000002167,PICKUP,UNKNOWN,DELIVERED,1.0
2169,0,0,20250122,723,4,1000002168,PICKUP,UNKNOWN,CANCELLED,0.0
2170,20250914,20250917,20250913,247,439,1000002169,Correo Argentino,TRK-CFI4698Z9B,DELIVERED,3.0
2171,20250402,20250404,20250401,304,2420,1000002170,Correo Argentino,TRK-YQY5QAIX72,DELIVERED,2.0
2172,20240227,20240302,20240226,394,68,1000002171,Correo Argentino,TRK-WLENZJ99ZK,SHIPPED,4.0
2173,20250109,20250110,20250109,1485,2,1000002172,PICKUP,UNKNOWN,DELIVERED,1.0
2174,20240419,20240424,20240418,1210,505,1000002173,Correo Argentino,TRK-PHH5NIB0NF,SHIPPED,5.0
2175,20240108,20240114,20240107,381,2176,1000002174,Correo Argentino,TRK-B880FI3HGL,DELIVERED,6.0
2176,20240310,20240311,20240310,1108,3,1000002175,PICKUP,UNKNOWN,DELIVERED,1.0
2177,20250717,20250718,20250717,1171,2,1000002176,PICKUP,UNKNOWN,DELIVERED,1.0
2178,20240204,20240205,20240204,834,1,1000002177,PICKUP,UNKNOWN,DELIVERED,1.0
2179,20250401,20250403,20250331,746,1674,1000002178,Correo Argentino,TRK-EO08Z46YQT,DELIVERED,2.0
2180,20240621,20240624,20240620,796,2232,1000002179,Correo Argentino,TRK-LFJTAVVERA,SHIPPED,3.0
2181,20250730,20250731,20250730,814,2,1000002180,PICKUP,UNKNOWN,DELIVERED,1.0
2182,20250821,20250826,20250820,843,227,1000002181,Correo Argentino,TRK-I5K6IB3RHE,DELIVERED,5.0
2183,20250623,20250625,20250622,218,2392,1000002182,Correo Argentino,TRK-DZQKTM61SE,DELIVERED,2.0
2184,20240216,20240217,20240216,209,4,1000002183,PICKUP,UNKNOWN,SHIPPED,1.0
2185,20250618,20250619,20250618,367,1,1000002184,PICKUP,UNKNOWN,DELIVERED,1.0
2186,20240425,20240429,20240424,902,2861,1000002185,Correo Argentino,TRK-L0FKKIL99O,SHIPPED,4.0
2187,20240528,20240529,20240528,1484,4,1000002186,PICKUP,UNKNOWN,DELIVERED,1.0
2188,20250124,20250127,20250123,1094,521,1000002187,Correo Argentino,TRK-V6U8B4TY3B,DELIVERED,3.0
2189,20240119,20240120,20240119,1113,3,1000002188,PICKUP,UNKNOWN,DELIVERED,1.0
2190,20240504,20240508,20240503,930,2970,1000002189,Correo Argentino,TRK-DTXAC8H92F,DELIVERED,4.0
2191,20250412,20250413,20250412,1135,1,1000002190,PICKUP,UNKNOWN,DELIVERED,1.0
2192,20250719,20250721,20250718,476,3124,1000002191,Correo Argentino,TRK-658FJ212CV,SHIPPED,2.0
2193,0,0,20241003,972,2,1000002192,PICKUP,UNKNOWN,CANCELLED,0.0
2194,20240525,20240526,20240525,872,4,1000002193,PICKUP,UNKNOWN,DELIVERED,1.0
2195,20240925,20240926,20240925,1396,2,1000002194,PICKUP,UNKNOWN,DELIVERED,1.0
2196,20240710,20240711,20240710,998,2,1000002195,PICKUP,UNKNOWN,DELIVERED,1.0
2197,0,0,20250601,69,2930,1000002196,Correo Argentino,UNKNOWN,CANCELLED,0.0
2198,20250916,20250920,20250915,873,123,1000002197,Correo Argentino,TRK-5JDHMBZXI4,SHIPPED,4.0
2199,20241204,20241205,20241204,862,3,1000002198,PICKUP,UNKNOWN,DELIVERED,1.0
2200,20250402,20250406,20250401,1029,2977,1000002199,Correo Argentino,TRK-JTC8Y2J84J,DELIVERED,4.0
2201,20250514,20250515,20250514,721,3,1000002200,PICKUP,UNKNOWN,DELIVERED,1.0
2202,20250320,20250321,20250320,150,4,1000002201,PICKUP,UNKNOWN,DELIVERED,1.0
2203,20250125,20250129,20250124,1004,1367,1000002202,Correo Argentino,TRK-1UNHLD9BRX,DELIVERED,4.0
2204,20250425,20250426,20250425,450,1,1000002203,PICKUP,UNKNOWN,DELIVERED,1.0
2205,20240328,20240329,20240328,172,1,1000002204,PICKUP,UNKNOWN,DELIVERED,1.0
2206,20250220,20250221,20250220,1376,3,1000002205,PICKUP,UNKNOWN,DELIVERED,1.0
2207,20250928,20250929,20250928,234,4,1000002206,PICKUP,UNKNOWN,DELIVERED,1.0
2208,20250526,20250529,20250525,234,1558,1000002207,Correo Argentino,TRK-UPTREHIE5R,DELIVERED,3.0
2209,20250301,20250303,20250228,117,2908,1000002208,Correo Argentino,TRK-3TR8QDCJIY,SHIPPED,2.0
2210,20240106,20240113,20240105,37,2866,1000002209,Correo Argentino,TRK-F8TPCOREH1,DELIVERED,7.0
2211,20240129,20240130,20240129,1116,4,1000002210,PICKUP,UNKNOWN,DELIVERED,1.0
2212,20250415,20250419,20250414,235,854,1000002211,Correo Argentino,TRK-99RAI7C9WT,DELIVERED,4.0
2213,20250515,20250519,20250514,285,2316,1000002212,Correo Argentino,TRK-3PTTYZTIEU,DELIVERED,4.0
2214,20240302,20240307,20240301,1188,880,1000002213,Correo Argentino,TRK-D7MZ3HDHCR,DELIVERED,5.0
2215,20250929,20250930,20250929,230,1,1000002214,PICKUP,UNKNOWN,DELIVERED,1.0
2216,20250513,20250514,20250513,1399,4,1000002215,PICKUP,UNKNOWN,DELIVERED,1.0
2217,20250116,20250118,20250115,1363,2159,1000002216,Correo Argentino,TRK-8RK8HCRCU7,DELIVERED,2.0
2218,20241102,20241103,20241102,855,3,1000002217,PICKUP,UNKNOWN,DELIVERED,1.0
2219,20241028,20241031,20241027,498,2309,1000002218,Correo Argentino,TRK-OKV9F2RY0H,SHIPPED,3.0
2220,20240607,20240609,20240606,140,3053,1000002219,Correo Argentino,TRK-DTXNT28YSL,SHIPPED,2.0
2221,20241231,20250101,20241231,956,1,1000002220,PICKUP,UNKNOWN,DELIVERED,1.0
2222,20240917,20240918,20240917,235,1,1000002221,PICKUP,UNKNOWN,DELIVERED,1.0
2223,20250430,20250503,20250429,1268,2882,1000002222,Correo Argentino,TRK-A9T9SJWW1R,DELIVERED,3.0
2224,20240413,20240418,20240412,1322,1719,1000002223,Correo Argentino,TRK-GPRZCJFAPO,DELIVERED,5.0
2225,20250202,20250207,20250201,194,1195,1000002224,Correo Argentino,TRK-XHYA8XDQHL,DELIVERED,5.0
2226,20250106,20250109,20250105,1446,2905,1000002225,Correo Argentino,TRK-8TFUTAVPS9,DELIVERED,3.0
2227,20240704,20240705,20240704,502,1,1000002226,PICKUP,UNKNOWN,DELIVERED,1.0
2228,20250130,20250131,20250130,1410,3,1000002227,PICKUP,UNKNOWN,DELIVERED,1.0
2229,20250529,20250603,20250528,951,354,1000002228,Correo Argentino,TRK-5OJ4MS7KHC,DELIVERED,5.0
2230,20250822,20250826,20250821,1124,1893,1000002229,Correo Argentino,TRK-M6YF49Y0RJ,DELIVERED,4.0
2231,20240516,20240517,20240516,1005,2,1000002230,PICKUP,UNKNOWN,DELIVERED,1.0
2232,20240407,20240408,20240407,578,4,1000002231,PICKUP,UNKNOWN,DELIVERED,1.0
2233,20250515,20250519,20250514,881,2549,1000002232,Correo Argentino,TRK-Z8GHNESB06,DELIVERED,4.0
2234,20250107,20250108,20250107,865,3,1000002233,PICKUP,UNKNOWN,DELIVERED,1.0
2235,20240815,20240816,20240815,411,3,1000002234,PICKUP,UNKNOWN,SHIPPED,1.0
2236,20250214,20250215,20250214,1412,4,1000002235,PICKUP,UNKNOWN,SHIPPED,1.0
2237,20240115,20240120,20240114,167,2901,1000002236,Correo Argentino,TRK-Y7IYDC2F96,SHIPPED,5.0
2238,20240221,20240226,20240220,623,1785,1000002237,Correo Argentino,TRK-HTA57AGDZ8,DELIVERED,5.0
2239,20250317,20250322,20250316,1245,1367,1000002238,Correo Argentino,TRK-CIV3Y9MZ70,SHIPPED,5.0
2240,20240613,20240617,20240612,1389,1046,1000002239,Correo Argentino,TRK-BD3VUFTPYC,DELIVERED,4.0
2241,20241019,20241024,20241018,354,2514,1000002240,Correo Argentino,TRK-SY6JH09K3S,DELIVERED,5.0
2242,20241210,20241212,20241209,217,3193,1000002241,Correo Argentino,TRK-STW2I3IZW1,DELIVERED,2.0
2243,20240303,20240304,20240303,502,2,1000002242,PICKUP,UNKNOWN,DELIVERED,1.0
2244,0,0,20240714,320,1991,1000002243,Correo Argentino,UNKNOWN,CANCELLED,0.0
2245,20250127,20250129,20250126,590,987,1000002244,Correo Argentino,TRK-W86AQPKYKS,SHIPPED,2.0
2246,20241013,20241017,20241012,1358,948,1000002245,Correo Argentino,TRK-CNT0YMQCW1,DELIVERED,4.0
2247,20241223,20241224,20241223,1413,3,1000002246,PICKUP,UNKNOWN,DELIVERED,1.0
2248,20250316,20250321,20250315,1183,2768,1000002247,Correo Argentino,TRK-WCDXVIXJ2J,DELIVERED,5.0
2249,20240912,20240916,20240911,1270,1000,1000002248,Correo Argentino,TRK-Q0TSXGKJTW,DELIVERED,4.0
2250,20250414,20250416,20250413,991,3177,1000002249,Correo Argentino,TRK-W6ERT1I0GA,DELIVERED,2.0
2251,20240407,20240409,20240406,748,1425,1000002250,Correo Argentino,TRK-71V8KART8Y,DELIVERED,2.0
2252,20241031,20241103,20241030,1315,504,1000002251,Correo Argentino,TRK-169L4UF1A7,DELIVERED,3.0
2253,20250913,20250914,20250913,529,1,1000002252,PICKUP,UNKNOWN,DELIVERED,1.0
2254,0,0,20241219,1186,894,1000002253,Correo Argentino,UNKNOWN,CANCELLED,0.0
2255,20240804,20240807,20240803,826,830,1000002254,Correo Argentino,TRK-0NNSZYI5EQ,DELIVERED,3.0
2256,20240617,20240623,20240616,53,2450,1000002255,Correo Argentino,TRK-R4FNNLC2ZF,DELIVERED,6.0
2257,20240816,20240817,20240816,810,3,1000002256,PICKUP,UNKNOWN,DELIVERED,1.0
2258,20250221,20250222,20250221,1442,1,1000002257,PICKUP,UNKNOWN,DELIVERED,1.0
2259,20240720,20240721,20240720,397,3,1000002258,PICKUP,UNKNOWN,DELIVERED,1.0
2260,20240620,20240625,20240619,292,549,1000002259,Correo Argentino,TRK-34HE9TKVWH,DELIVERED,5.0
2261,0,0,20240904,73,1464,1000002260,Correo Argentino,UNKNOWN,CANCELLED,0.0
2262,20251001,20251006,20250930,462,1795,1000002261,Correo Argentino,TRK-NAXTBNNNGN,DELIVERED,5.0
2263,20250730,20250804,20250729,1441,3144,1000002262,Correo Argentino,TRK-GGUUFALZWJ,DELIVERED,5.0
2264,20240312,20240317,20240311,696,1361,1000002263,Correo Argentino,TRK-JLYEGL0B54,DELIVERED,5.0
2265,20250910,20250911,20250910,568,2,1000002264,PICKUP,UNKNOWN,DELIVERED,1.0
2266,20250612,20250617,20250611,888,2442,1000002265,Correo Argentino,TRK-G1KEQ0PAX4,DELIVERED,5.0
2267,20240413,20240414,20240413,1065,4,1000002266,PICKUP,UNKNOWN,DELIVERED,1.0
2268,20240521,20240526,20240520,667,2574,1000002267,Correo Argentino,TRK-NPSF9TAHPG,SHIPPED,5.0
2269,20250411,20250416,20250410,156,132,1000002268,Correo Argentino,TRK-DRDARN70IP,READY,5.0
2270,20240118,20240121,20240117,272,1222,1000002269,Correo Argentino,TRK-ULE8NGXBX2,DELIVERED,3.0
2271,20240928,20241001,20240927,515,949,1000002270,Correo Argentino,TRK-SCQC62Y7JN,DELIVERED,3.0
2272,0,0,20241126,1109,1,1000002271,PICKUP,UNKNOWN,CANCELLED,0.0
2273,20241101,20241102,20241101,4,1,1000002272,PICKUP,UNKNOWN,DELIVERED,1.0
2274,20250802,20250803,20250802,1406,3,1000002273,PICKUP,UNKNOWN,DELIVERED,1.0
2275,20250324,20250325,20250324,701,4,1000002274,PICKUP,UNKNOWN,DELIVERED,1.0
2276,20240920,20240921,20240920,438,1,1000002275,PICKUP,UNKNOWN,SHIPPED,1.0
2277,20240614,20240619,20240613,275,2148,1000002276,Correo Argentino,TRK-2US8EHTDC1,DELIVERED,5.0
2278,20240404,20240409,20240403,1054,443,1000002277,Correo Argentino,TRK-AT1PTG3AGY,DELIVERED,5.0
2279,20240820,20240821,20240820,831,2,1000002278,PICKUP,UNKNOWN,DELIVERED,1.0
2280,20240302,20240303,20240302,161,3,1000002279,PICKUP,UNKNOWN,DELIVERED,1.0
2281,20240113,20240116,20240112,1379,1946,1000002280,Correo Argentino,TRK-0SOM4G53MR,DELIVERED,3.0
2282,20241006,20241010,20241005,1004,3085,1000002281,Correo Argentino,TRK-Q53EUO4UY4,DELIVERED,4.0
2283,20241017,20241022,20241016,7,2363,1000002282,Correo Argentino,TRK-ZCJ2YT5RXD,DELIVERED,5.0
2284,20240518,20240520,20240517,728,1238,1000002283,Correo Argentino,TRK-E0PGF45DPM,SHIPPED,2.0
2285,20250203,20250206,20250202,832,922,1000002284,Correo Argentino,TRK-LELTAP3LUX,DELIVERED,3.0
2286,20250522,20250527,20250521,177,576,1000002285,Correo Argentino,TRK-V376469CRK,DELIVERED,5.0
2287,20250110,20250111,20250110,526,2,1000002286,PICKUP,UNKNOWN,SHIPPED,1.0
2288,0,0,20240720,312,1,1000002287,PICKUP,UNKNOWN,CANCELLED,0.0
2289,20241016,20241019,20241015,297,542,1000002288,Correo Argentino,TRK-16B9FZ8LRO,DELIVERED,3.0
2290,20240831,20240901,20240831,472,4,1000002289,PICKUP,UNKNOWN,DELIVERED,1.0
2291,20250522,20250527,20250521,133,2083,1000002290,Correo Argentino,TRK-BCQZ91VHSG,DELIVERED,5.0
2292,20240314,20240315,20240314,718,4,1000002291,PICKUP,UNKNOWN,DELIVERED,1.0
2293,0,0,20241212,378,906,1000002292,Correo Argentino,UNKNOWN,CANCELLED,0.0
2294,20240327,20240331,20240326,1390,810,1000002293,Correo Argentino,TRK-L9DYBG7IZQ,DELIVERED,4.0
2295,20240330,20240331,20240330,1114,3,1000002294,PICKUP,UNKNOWN,SHIPPED,1.0
2296,20240713,20240714,20240713,102,3,1000002295,PICKUP,UNKNOWN,SHIPPED,1.0
2297,20250531,20250607,20250530,484,2405,1000002296,Correo Argentino,TRK-21ORKWDJVM,SHIPPED,7.0
2298,20241222,20241223,20241222,1297,2,1000002297,PICKUP,UNKNOWN,DELIVERED,1.0
2299,20240520,20240523,20240519,716,1898,1000002298,Correo Argentino,TRK-GVV7D4N594,DELIVERED,3.0
2300,0,0,20240304,1009,344,1000002299,Correo Argentino,UNKNOWN,CANCELLED,0.0
2301,0,0,20250503,860,2461,1000002300,Correo Argentino,UNKNOWN,CANCELLED,0.0
2302,20240621,20240623,20240620,118,1586,1000002301,Correo Argentino,TRK-8YTJBAEMBJ,DELIVERED,2.0
2303,20240810,20240815,20240809,891,1075,1000002302,Correo Argentino,TRK-MTLTAEYK89,DELIVERED,5.0
2304,20250206,20250207,20250206,1091,2,1000002303,PICKUP,UNKNOWN,READY,1.0
2305,20250325,20250327,20250324,1373,1601,1000002304,Correo Argentino,TRK-FDLF56RD3U,DELIVERED,2.0
2306,20250206,20250207,20250206,557,4,1000002305,PICKUP,UNKNOWN,DELIVERED,1.0
2307,20241122,20241125,20241121,757,2948,1000002306,Correo Argentino,TRK-5OYTF03NFA,DELIVERED,3.0
2308,20240119,20240123,20240118,1015,94,1000002307,Correo Argentino,TRK-DNH0AT8MYW,DELIVERED,4.0
2309,0,0,20240517,635,1070,1000002308,Correo Argentino,UNKNOWN,CANCELLED,0.0
2310,20250302,20250304,20250301,498,65,1000002309,Correo Argentino,TRK-TR0XMMAJ6V,DELIVERED,2.0
2311,20240811,20240812,20240811,886,4,1000002310,PICKUP,UNKNOWN,DELIVERED,1.0
2312,20250502,20250503,20250502,1127,4,1000002311,PICKUP,UNKNOWN,DELIVERED,1.0
2313,20240415,20240422,20240414,1220,265,1000002312,Correo Argentino,TRK-HYKOH9LMJH,SHIPPED,7.0
2314,20241116,20241121,20241115,16,270,1000002313,Correo Argentino,TRK-X1Q4QVT81K,DELIVERED,5.0
2315,20240320,20240322,20240319,350,2814,1000002314,Correo Argentino,TRK-TGQYR3VX5A,SHIPPED,2.0
2316,20240424,20240427,20240423,37,3115,1000002315,Correo Argentino,TRK-U0JOU2AKTX,DELIVERED,3.0
2317,0,0,20241025,1445,1980,1000002316,Correo Argentino,UNKNOWN,CANCELLED,0.0
2318,20240117,20240119,20240116,18,2215,1000002317,Correo Argentino,TRK-SSIZJ0UN5A,DELIVERED,2.0
2319,20240409,20240414,20240408,975,864,1000002318,Correo Argentino,TRK-21A3HZL2UK,DELIVERED,5.0
2320,20250210,20250211,20250210,304,3,1000002319,PICKUP,UNKNOWN,DELIVERED,1.0
2321,20250108,20250112,20250107,1199,1954,1000002320,Correo Argentino,TRK-R8Q6OT3BS5,DELIVERED,4.0
2322,20240422,20240423,20240422,437,2,1000002321,PICKUP,UNKNOWN,DELIVERED,1.0
2323,20240622,20240625,20240621,424,307,1000002322,Correo Argentino,TRK-7CYDS1D5R6,DELIVERED,3.0
2324,20240902,20240904,20240901,1364,2517,1000002323,Correo Argentino,TRK-2ZHCZJDZ6A,DELIVERED,2.0
2325,20250328,20250330,20250327,979,498,1000002324,Correo Argentino,TRK-NN636WK3HO,DELIVERED,2.0
2326,20250703,20250706,20250702,110,1593,1000002325,Correo Argentino,TRK-GK3Z8X8VHC,DELIVERED,3.0
2327,20241115,20241117,20241114,751,1981,1000002326,Correo Argentino,TRK-ATXZEY83B8,DELIVERED,2.0
2328,20240629,20240702,20240628,1427,2942,1000002327,Correo Argentino,TRK-NE6TBVPPY9,DELIVERED,3.0
2329,20250317,20250322,20250316,252,862,1000002328,Correo Argentino,TRK-47TWRKKHX4,DELIVERED,5.0
2330,0,0,20241206,846,2,1000002329,PICKUP,UNKNOWN,CANCELLED,0.0
2331,20250307,20250312,20250306,1183,2182,1000002330,Correo Argentino,TRK-L0JZFEAXJ5,DELIVERED,5.0
2332,20250624,20250628,20250623,874,1482,1000002331,Correo Argentino,TRK-AS3NGPWBWH,DELIVERED,4.0
2333,20250802,20250805,20250801,469,2212,1000002332,Correo Argentino,TRK-VQKREUVI6Q,DELIVERED,3.0
2334,20250511,20250515,20250510,637,2892,1000002333,Correo Argentino,TRK-G22UTXEO28,DELIVERED,4.0
2335,20250610,20250611,20250610,1068,3,1000002334,PICKUP,UNKNOWN,DELIVERED,1.0
2336,20250809,20250810,20250809,1230,3,1000002335,PICKUP,UNKNOWN,DELIVERED,1.0
2337,20250331,20250405,20250330,249,2535,1000002336,Correo Argentino,TRK-SJNEFPKVQO,DELIVERED,5.0
2338,20241202,20241205,20241201,390,1186,1000002337,Correo Argentino,TRK-BDTWH7F0X3,DELIVERED,3.0
2339,20240209,20240210,20240209,162,2,1000002338,PICKUP,UNKNOWN,SHIPPED,1.0
2340,20250311,20250312,20250311,493,1,1000002339,PICKUP,UNKNOWN,SHIPPED,1.0
2341,20241009,20241013,20241008,1231,2489,1000002340,Correo Argentino,TRK-62EHL0CPLX,SHIPPED,4.0
2342,20241103,20241105,20241102,382,1626,1000002341,Correo Argentino,TRK-4Y5DEEEFAV,READY,2.0
2343,20250315,20250320,20250314,887,2622,1000002342,Correo Argentino,TRK-T11OS74GRO,DELIVERED,5.0
2344,20250102,20250107,20250101,949,1012,1000002343,Correo Argentino,TRK-53YCZQ6I26,DELIVERED,5.0
2345,20241016,20241021,20241015,78,2221,1000002344,Correo Argentino,TRK-SH414J3D56,DELIVERED,5.0
2346,20240914,20240918,20240913,747,1686,1000002345,Correo Argentino,TRK-2F0J72WZUQ,DELIVERED,4.0
2347,20240531,20240604,20240530,138,3032,1000002346,Correo Argentino,TRK-IUDPMTSQB7,DELIVERED,4.0
2348,20250825,20250830,20250824,1058,2925,1000002347,Correo Argentino,TRK-GN40W7D53O,DELIVERED,5.0
2349,20250615,20250616,20250615,189,2,1000002348,PICKUP,UNKNOWN,DELIVERED,1.0
2350,0,0,20250519,507,1671,1000002349,Correo Argentino,UNKNOWN,CANCELLED,0.0
2351,20240511,20240512,20240511,1374,4,1000002350,PICKUP,UNKNOWN,DELIVERED,1.0
2352,20250101,20250104,20241231,85,2637,1000002351,Correo Argentino,TRK-EXZA43MVKP,DELIVERED,3.0
2353,20240807,20240809,20240806,239,2480,1000002352,Correo Argentino,TRK-HPH13SHWHV,DELIVERED,2.0
2354,20240701,20240703,20240630,17,334,1000002353,Correo Argentino,TRK-0GLM2H782V,DELIVERED,2.0
2355,20240330,20240401,20240329,351,2468,1000002354,Correo Argentino,TRK-GZOQZ05YR3,DELIVERED,2.0
2356,20240609,20240613,20240608,1421,2575,1000002355,Correo Argentino,TRK-TQVCHWWOSO,DELIVERED,4.0
2357,20240529,20240530,20240529,719,2,1000002356,PICKUP,UNKNOWN,SHIPPED,1.0
2358,0,0,20240306,58,377,1000002357,Correo Argentino,UNKNOWN,CANCELLED,0.0
2359,20240914,20240918,20240913,245,339,1000002358,Correo Argentino,TRK-6FP0F05043,DELIVERED,4.0
2360,20250817,20250818,20250817,1320,2,1000002359,PICKUP,UNKNOWN,DELIVERED,1.0
2361,20241201,20241202,20241201,947,1,1000002360,PICKUP,UNKNOWN,DELIVERED,1.0
2362,20241006,20241009,20241005,29,2563,1000002361,Correo Argentino,TRK-5YM8QWZY6H,DELIVERED,3.0
2363,20240717,20240720,20240716,375,2510,1000002362,Correo Argentino,TRK-QDNHTU631J,DELIVERED,3.0
2364,20240211,20240213,20240210,314,1875,1000002363,Correo Argentino,TRK-9GI1YM1BTC,DELIVERED,2.0
2365,20250422,20250425,20250421,974,593,1000002364,Correo Argentino,TRK-L26HP2YZ85,DELIVERED,3.0
2366,20240906,20240908,20240905,345,680,1000002365,Correo Argentino,TRK-2NCW3Z2798,DELIVERED,2.0
2367,20250406,20250409,20250405,1331,720,1000002366,Correo Argentino,TRK-2WBW3JQ6NW,DELIVERED,3.0
2368,20240824,20240825,20240824,1008,1,1000002367,PICKUP,UNKNOWN,DELIVERED,1.0
2369,20250722,20250723,20250722,588,4,1000002368,PICKUP,UNKNOWN,DELIVERED,1.0
2370,20250321,20250323,20250320,274,2328,1000002369,Correo Argentino,TRK-00QH7D3UYH,SHIPPED,2.0
2371,20240823,20240824,20240823,1488,2,1000002370,PICKUP,UNKNOWN,SHIPPED,1.0
2372,20240719,20240722,20240718,1089,3041,1000002371,Correo Argentino,TRK-JFF3HVOR3H,SHIPPED,3.0
2373,20240715,20240718,20240714,1472,452,1000002372,Correo Argentino,TRK-Q6M2YWDKVB,DELIVERED,3.0
2374,20250131,20250203,20250130,1294,2398,1000002373,Correo Argentino,TRK-CAMXICG161,DELIVERED,3.0
2375,20250324,20250325,20250324,10,2,1000002374,PICKUP,UNKNOWN,DELIVERED,1.0
2376,0,0,20241115,905,381,1000002375,Correo Argentino,UNKNOWN,CANCELLED,0.0
2377,20241126,20241129,20241125,392,1805,1000002376,Correo Argentino,TRK-PW69OIURF2,SHIPPED,3.0
2378,20241019,20241024,20241018,872,2980,1000002377,Correo Argentino,TRK-D5AJTPW0JJ,DELIVERED,5.0
2379,20240421,20240424,20240420,825,1299,1000002378,Correo Argentino,TRK-GBU00E9MC9,DELIVERED,3.0
2380,20240511,20240512,20240511,625,3,1000002379,PICKUP,UNKNOWN,DELIVERED,1.0
2381,20240227,20240229,20240226,1389,932,1000002380,Correo Argentino,TRK-JDXS0URSBB,DELIVERED,2.0
2382,20240520,20240524,20240519,5,452,1000002381,Correo Argentino,TRK-DLNHCYKDJK,DELIVERED,4.0
2383,20240602,20240603,20240602,74,1,1000002382,PICKUP,UNKNOWN,DELIVERED,1.0
2384,20250913,20250915,20250912,805,3076,1000002383,Correo Argentino,TRK-GYQFCU4YNF,DELIVERED,2.0
2385,20240921,20240923,20240920,893,2945,1000002384,Correo Argentino,TRK-SGEKOMUNAN,DELIVERED,2.0
2386,20250421,20250426,20250420,347,258,1000002385,Correo Argentino,TRK-HJNFUNESRO,DELIVERED,5.0
2387,20240410,20240411,20240410,705,4,1000002386,PICKUP,UNKNOWN,DELIVERED,1.0
2388,20240317,20240320,20240316,1342,285,1000002387,Correo Argentino,TRK-UC73QFLJ6P,DELIVERED,3.0
2389,20250603,20250609,20250602,97,1129,1000002388,Correo Argentino,TRK-YU829UUGHL,DELIVERED,6.0
2390,20240515,20240516,20240515,1308,1,1000002389,PICKUP,UNKNOWN,DELIVERED,1.0
2391,20240618,20240619,20240618,714,1,1000002390,PICKUP,UNKNOWN,DELIVERED,1.0
2392,20250810,20250814,20250809,1357,532,1000002391,Correo Argentino,TRK-XNP3ZRCDXC,DELIVERED,4.0
2393,20250901,20250903,20250831,1092,2350,1000002392,Correo Argentino,TRK-CUGKAZ1PAI,DELIVERED,2.0
2394,20250518,20250519,20250518,513,1,1000002393,PICKUP,UNKNOWN,SHIPPED,1.0
2395,20250505,20250506,20250505,263,2,1000002394,PICKUP,UNKNOWN,DELIVERED,1.0
2396,20250915,20250916,20250915,437,4,1000002395,PICKUP,UNKNOWN,DELIVERED,1.0
2397,20240109,20240113,20240108,1216,1111,1000002396,Correo Argentino,TRK-G4JQR5DT2V,SHIPPED,4.0
2398,20240615,20240616,20240615,1391,3,1000002397,PICKUP,UNKNOWN,DELIVERED,1.0
2399,20240413,20240417,20240412,348,246,1000002398,Correo Argentino,TRK-2E2VR9C0O1,DELIVERED,4.0
2400,20241222,20241224,20241221,429,438,1000002399,Correo Argentino,TRK-Z80713T7YK,DELIVERED,2.0
2401,20250827,20250828,20250827,388,3,1000002400,PICKUP,UNKNOWN,DELIVERED,1.0
