payments_id,paid_date_id,order_date_id,customer_id,channel_id,order_id,payment_method,payment_status,transaction_ref,amount
1812,20250805,20250805,991,1,1000001811,GATEWAY,PAID,TX-CUVAJSCWO5BN,58370.16
1813,0,20240723,915,2,1000001812,CASH,PENDING,UNKNOWN,39204.0
1814,20250330,20250329,970,2,1000001813,CASH,PAID,TX-H20FEP4B6AR3,26136.0
1815,20241121,20241120,1166,2,1000001814,CARD,PAID,TX-RJHCAKZZES0L,17787.0
1816,20241203,20241203,1038,2,1000001815,TRANSFER,PAID,TX-Q6LPWLFNBS1M,45476.64
1817,0,20250810,1103,2,1000001816,CARD,FAILED,UNKNOWN,70893.9
1818,0,20241013,1326,1,1000001817,CARD,FAILED,UNKNOWN,50858.4
1819,20250108,20250107,1066,2,1000001818,TRANSFER,PAID,TX-3XBWR92N94FT,35937.0
1820,20240604,20240602,1067,1,1000001819,GATEWAY,PAID,TX-GWOUF00EHPJL,42582.0
1821,0,20250818,202,2,1000001820,CASH,PENDING,UNKNOWN,50166.6
1822,20240928,20240928,1456,1,1000001821,CARD,PAID,TX-2XZHWXSONGDI,33870.0
1823,20250523,20250522,101,2,1000001822,CARD,PAID,TX-DVT9U6N0RGGP,18150.0
1824,20240725,20240724,312,2,1000001823,CARD,PAID,TX-DR4XLFET3K2N,13794.0
1825,0,20241223,982,2,1000001824,CASH,FAILED,UNKNOWN,51455.25
1826,20240508,20240507,650,2,1000001825,CASH,PAID,TX-V8WXSQGU5GEB,35574.0
1827,20240730,20240727,645,2,1000001826,CASH,PAID,TX-IT6KXPXSGG24,53361.0
1828,20240113,20240110,852,2,1000001827,CARD,PAID,TX-8NIHJUPEVMY2,27442.8
1829,20241019,20241016,1291,1,1000001828,CARD,PAID,TX-9NM3RP7EYDR1,38252.7
1830,20250310,20250308,916,1,1000001829,CARD,PAID,TX-XBP7FCZ7SH63,13706.64
1831,20241122,20241122,680,1,1000001830,GATEWAY,REFUNDED,TX-T2MJXI5W1VHQ,14483.7
1832,20240815,20240814,1001,2,1000001831,TRANSFER,PAID,TX-4P3WMRDO89LA,39204.0
1833,20250704,20250703,1301,2,1000001832,CASH,PAID,TX-A6Q8MGLJ9E6I,43560.0
1834,20250905,20250902,1065,1,1000001833,GATEWAY,PAID,TX-XQL9T274OO1H,59132.7
1835,20240818,20240817,1045,1,1000001834,CARD,PAID,TX-GCVKD5AUB8D0,69589.2
1836,20250131,20250131,849,2,1000001835,TRANSFER,PAID,TX-33SE4WHCH292,41382.0
1837,20240217,20240216,1307,2,1000001836,CARD,PAID,TX-GDNT5VDWIB79,42761.4
1838,20250618,20250616,731,1,1000001837,CARD,PAID,TX-ZR9M682LW1XY,13968.0
1839,20240731,20240730,221,1,1000001838,GATEWAY,REFUNDED,TX-Z9T33SBFOIXH,35385.0
1840,20240121,20240119,1115,2,1000001839,CARD,PAID,TX-FIA793VOPWC3,36300.0
1841,20250207,20250207,388,1,1000001840,CARD,PAID,TX-VVAYFCTCV812,16852.56
1842,20240205,20240203,789,1,1000001841,GATEWAY,PAID,TX-3CT96E9SS7DC,58980.0
1843,0,20250614,1390,1,1000001842,CARD,FAILED,UNKNOWN,44760.0
1844,20240318,20240315,93,2,1000001843,CASH,PAID,TX-L0JX3PHJCPI5,116160.0
1845,20240612,20240611,452,1,1000001844,CARD,PAID,TX-SH4JC5N1D5P6,52627.5
1846,20250115,20250113,103,1,1000001845,CARD,PAID,TX-MX8N2IAD32Y0,51003.6
1847,20250321,20250321,204,1,1000001846,CARD,PAID,TX-JIWKCJWQ3PXR,30167.4
1848,20250612,20250610,1126,1,1000001847,CARD,PAID,TX-Z9HHM5WKAUXG,57172.5
1849,20250205,20250202,1496,2,1000001848,TRANSFER,PAID,TX-2758WOSX7FQG,34485.0
1850,20241221,20241218,1192,1,1000001849,GATEWAY,PAID,TX-KTNU3SWNHGNH,49905.0
1851,0,20240207,797,1,1000001850,CARD,FAILED,UNKNOWN,30240.0
1852,20240603,20240602,391,2,1000001851,TRANSFER,REFUNDED,TX-INTHWI2LLQJK,45375.0
1853,20241001,20240930,1336,2,1000001852,CASH,REFUNDED,TX-WNUOTSQEIMBY,42035.4
1854,20240727,20240727,434,2,1000001853,CASH,PAID,TX-VP6GDGY87QTH,59895.0
1855,20250311,20250310,724,1,1000001854,CARD,PAID,TX-SY0OCULIEACP,15129.6
1856,20250605,20250604,1157,1,1000001855,CARD,PAID,TX-75XMD2WFHKIU,69877.5
1857,20240729,20240727,450,2,1000001856,CASH,PAID,TX-PM5231D2A8JW,34485.0
1858,20250611,20250609,655,1,1000001857,CARD,PAID,TX-93HLCXJPO95A,37800.0
1859,20241010,20241008,688,1,1000001858,CARD,PAID,TX-N4US8GUE4TQN,40404.0
1860,20240923,20240923,274,2,1000001859,CARD,REFUNDED,TX-N30EDJQ38LV0,37352.7
1861,20241230,20241227,815,1,1000001860,CARD,PAID,TX-JEIX1W2G8RAX,68055.0
1862,20240929,20240926,1202,2,1000001861,CASH,PAID,TX-25A76SHI5SH7,34485.0
1863,20240506,20240506,208,1,1000001862,GATEWAY,PAID,TX-2C9J2SMNP574,44460.0
1864,20250316,20250314,1119,1,1000001863,GATEWAY,PAID,TX-Q7QNAPARBU7H,47454.75
1865,20241209,20241206,871,2,1000001864,TRANSFER,PAID,TX-MYSJJEFSRDKD,27588.0
1866,20250206,20250204,1089,1,1000001865,GATEWAY,PAID,TX-KBNA6WSDPNL1,43371.0
1867,20240902,20240831,1313,1,1000001866,CARD,PAID,TX-AAO8X881PD5T,42364.2
1868,20240819,20240817,1169,2,1000001867,CARD,PAID,TX-XU48BOKNJWBA,42688.8
1869,20250117,20250114,497,2,1000001868,CARD,REFUNDED,TX-S3AAAEBVG0BY,60984.0
1870,20240709,20240707,274,1,1000001869,CARD,PAID,TX-4P8ZC5VX7OG0,19004.62
1871,0,20240531,1391,1,1000001870,CARD,FAILED,UNKNOWN,52927.5
1872,20250317,20250316,682,1,1000001871,CARD,PAID,TX-VZ8AE2JOKF38,37500.0
1873,20250629,20250628,1063,2,1000001872,CASH,PAID,TX-NHEM42158JYS,35574.0
1874,20240809,20240806,535,1,1000001873,GATEWAY,PAID,TX-YOLD3ZRY7SHP,20765.7
1875,20250409,20250409,1140,2,1000001874,TRANSFER,PAID,TX-80VWUIH1ZRAV,76121.1
1876,20240501,20240501,712,1,1000001875,GATEWAY,PAID,TX-BXPOPPO7Q1AZ,14306.64
1877,20240409,20240406,771,2,1000001876,CASH,PAID,TX-CO77A086ALYJ,42688.8
1878,0,20250720,1234,2,1000001877,CASH,FAILED,UNKNOWN,81820.2
1879,20250711,20250710,193,1,1000001878,CARD,PAID,TX-1SO4CXLC3JGV,18142.5
1880,20240521,20240520,1481,2,1000001879,CASH,PAID,TX-URLYDARSS11J,32670.0
1881,20240914,20240911,1420,1,1000001880,CARD,PAID,TX-ELMGBWKEYARZ,17208.3
1882,20241103,20241101,866,1,1000001881,CARD,PAID,TX-4TFUWP1862MR,55176.0
1883,20240805,20240804,1360,1,1000001882,GATEWAY,PAID,TX-8UXIMIX0HIG1,31247.85
1884,20240404,20240403,26,2,1000001883,CASH,PAID,TX-X755MCT30JHN,37243.8
1885,20241110,20241110,890,2,1000001884,CASH,PAID,TX-RR0AMQGMNYG7,28459.2
1886,20250309,20250307,1466,2,1000001885,CASH,PAID,TX-2YFUGOM0M1TE,38419.92
1887,20240124,20240122,1114,1,1000001886,GATEWAY,PAID,TX-JLARN901X3YX,30303.0
1888,20240308,20240305,952,2,1000001887,CARD,PAID,TX-PKPGIMULQD7G,30346.8
1889,20241104,20241103,235,1,1000001888,CARD,PAID,TX-AD1EXTI3TWAO,18742.5
1890,0,20250530,264,1,1000001889,GATEWAY,FAILED,UNKNOWN,14229.6
1891,0,20240716,649,1,1000001890,CARD,FAILED,UNKNOWN,31392.0
1892,20241226,20241226,1220,1,1000001891,CARD,PAID,TX-28Q9NNDIOMYI,58100.25
1893,20240918,20240916,868,1,1000001892,CARD,PAID,TX-5QS6Y9H2XOZD,12661.2
1894,20250513,20250512,298,1,1000001893,GATEWAY,PAID,TX-DDPACD8LB612,15720.0
1895,20250203,20250202,447,1,1000001894,CARD,PAID,TX-66D931MB74L3,28788.0
1896,20241221,20241218,464,2,1000001895,CASH,PAID,TX-XL6P43S87SOL,43560.0
1897,20240412,20240410,49,1,1000001896,CARD,PAID,TX-DKPSKO8TIT7X,39619.92
1898,20240728,20240727,454,1,1000001897,GATEWAY,PAID,TX-QWHA1NQSY9GK,16020.0
1899,20250717,20250716,1185,2,1000001898,CARD,PAID,TX-BURV8TJ0NKZ0,39204.0
1900,20250207,20250205,226,1,1000001899,CARD,PAID,TX-QP2X5R3TQ8MD,57800.25
1901,20240425,20240422,147,2,1000001900,CASH,PAID,TX-T7V9P79ZWNMW,35574.0
1902,20240916,20240914,899,1,1000001901,CARD,PAID,TX-IKSGBP21S50G,36209.25
1903,20250613,20250612,1306,2,1000001902,CASH,PAID,TX-PQCT2FZTHLQ1,23522.4
1904,0,20240530,768,2,1000001903,CARD,PENDING,UNKNOWN,42688.8
1905,20250808,20250806,59,2,1000001904,CASH,PAID,TX-ZSMAYNQPOU01,32670.0
1906,20240729,20240728,772,2,1000001905,CARD,PAID,TX-C1FF6CATJQB4,38419.92
1907,20250916,20250915,656,1,1000001906,CARD,PAID,TX-MO2695CFH5IQ,33570.0
1908,20240117,20240115,903,2,1000001907,CASH,PAID,TX-T96696JA5TXW,51727.5
1909,20250611,20250609,30,2,1000001908,CASH,PAID,TX-CHPDDEBW0IGQ,27442.8
1910,20250909,20250908,301,2,1000001909,TRANSFER,PAID,TX-AT8NDPVPHHO6,27951.0
1911,20250617,20250616,779,2,1000001910,CASH,REFUNDED,TX-1JSL14O1DIRL,85755.12
1912,20250218,20250216,883,1,1000001911,GATEWAY,PAID,TX-GGUP3134QV96,35985.0
1913,20240122,20240120,737,1,1000001912,CARD,PAID,TX-EGYSIKZAYAG2,14568.0
1914,20250923,20250921,1160,1,1000001913,GATEWAY,PAID,TX-9G2C2350534N,28788.0
1915,20241202,20241201,140,1,1000001914,CARD,REFUNDED,TX-0C3VJ0POJKKC,42582.0
1916,20250509,20250507,218,1,1000001915,GATEWAY,PAID,TX-7CCOJAGQYJ9C,49905.0
1917,20240705,20240705,562,2,1000001916,CASH,REFUNDED,TX-BUVMZ35EQO97,54450.0
1918,20250601,20250601,294,1,1000001917,GATEWAY,REFUNDED,TX-FORCBFZWWCP8,12661.2
1919,0,20250324,1053,2,1000001918,CASH,FAILED,UNKNOWN,18966.75
1920,20240520,20240518,733,2,1000001919,TRANSFER,PAID,TX-GULNULVTU96P,152460.0
1921,0,20250324,548,2,1000001920,CARD,FAILED,UNKNOWN,18150.0
1922,20241112,20241111,370,2,1000001921,CARD,PAID,TX-20R5PCZEKF82,18104.62
1923,20240401,20240401,1293,2,1000001922,CASH,PAID,TX-QCKIZCZ9SZRV,28459.2
1924,20250108,20250106,1458,1,1000001923,CARD,PAID,TX-4WPJMDECDDKS,61821.0
1925,20250120,20250117,233,2,1000001924,CASH,PAID,TX-9K0BYZOX30PA,47313.42
1926,20241129,20241128,820,1,1000001925,CARD,PAID,TX-VPXE3F0SZRDY,14229.6
1927,20240212,20240211,1300,1,1000001926,CARD,PAID,TX-7UOVM7VSP0OR,18442.5
1928,20250314,20250313,1468,2,1000001927,CASH,PAID,TX-I8UVXG0RUHMB,60258.0
1929,20250312,20250310,503,1,1000001928,CARD,PAID,TX-TPQZZ0IB8FY7,29659.2
1930,20250531,20250529,734,1,1000001929,GATEWAY,PAID,TX-PVYA3ZQYPY3J,14006.64
1931,20240519,20240517,1479,1,1000001930,CARD,PAID,TX-VIV2EOE57VMZ,60831.3
1932,20241007,20241006,494,2,1000001931,CARD,PAID,TX-PO3JI69Q2SMJ,28459.2
1933,20241023,20241023,296,2,1000001932,CASH,PAID,TX-PB15MCHUZX1L,13794.0
1934,20250525,20250523,957,2,1000001933,CARD,PAID,TX-ESEKXY9DWZY0,32670.0
1935,20250810,20250807,851,2,1000001934,CASH,PAID,TX-85HK6OJ244E6,23522.4
1936,20250809,20250809,1068,1,1000001935,CARD,PAID,TX-HPY92IDF5C5A,32916.6
1937,20240929,20240928,387,2,1000001936,CARD,PAID,TX-BFOSORNJOA8U,77863.5
1938,20241230,20241229,634,1,1000001937,CARD,PAID,TX-B8IIGX5JT6GT,62358.24
1939,20240914,20240912,533,1,1000001938,GATEWAY,PAID,TX-DBXUFXNNMF9G,38143.8
1940,20241103,20241101,851,2,1000001939,CARD,PAID,TX-G3HH0XIPRZQD,61710.0
1941,20250201,20250129,1393,1,1000001940,GATEWAY,PAID,TX-GHZC1HTGNLE7,17535.0
1942,20250419,20250417,27,2,1000001941,CASH,PAID,TX-FISHURPWDD5D,75340.65
1943,20240627,20240625,782,2,1000001942,CASH,PAID,TX-MQPJUZDIKG7R,18104.62
1944,20250122,20250120,195,1,1000001943,CARD,PAID,TX-PDJJISLJA1UW,45931.2
1945,20240311,20240308,278,2,1000001944,CARD,PAID,TX-T3REI5I8JIUM,41382.0
1946,20250402,20250331,904,2,1000001945,CASH,PAID,TX-SS8ODZHROHYY,15972.0
1947,20250406,20250406,555,1,1000001946,CARD,PAID,TX-HH3G0P6BI0MJ,44760.0
1948,0,20240617,131,1,1000001947,CARD,FAILED,UNKNOWN,97249.8
1949,0,20240322,1309,1,1000001948,GATEWAY,FAILED,UNKNOWN,16073.4
1950,20250813,20250811,1496,1,1000001949,GATEWAY,PAID,TX-WT46E91JQ2VH,18987.0
1951,20241020,20241017,1260,1,1000001950,GATEWAY,PAID,TX-A953UDSX31FB,27036.0
1952,20240222,20240220,9,1,1000001951,GATEWAY,PAID,TX-3D5VOVK12G4H,36474.0
1953,20240904,20240903,129,1,1000001952,GATEWAY,PAID,TX-IJIKOXSKO7LO,14483.7
1954,20240713,20240711,349,1,1000001953,CARD,PAID,TX-RH2XP3GUFCCH,40704.0
1955,20250423,20250422,1399,2,1000001954,CASH,PAID,TX-A2MQRBNY0QEH,28459.2
1956,20250316,20250314,197,2,1000001955,CASH,PAID,TX-KEJHYV5POUIZ,19057.5
1957,0,20250910,729,2,1000001956,CARD,FAILED,UNKNOWN,14941.08
1958,20240802,20240731,414,1,1000001957,CARD,PAID,TX-L270HOK02QFY,40104.0
1959,0,20240130,1394,1,1000001958,CARD,FAILED,UNKNOWN,38833.5
1960,20250415,20250415,1380,1,1000001959,CARD,PAID,TX-VOG7FQE8M520,39619.92
1961,20250303,20250301,1087,2,1000001960,CASH,PAID,TX-PS8B53CZJY2J,70102.56
1962,20250406,20250406,1218,1,1000001961,CARD,PAID,TX-E835ORDA6SSJ,92593.8
1963,20240229,20240228,650,2,1000001962,CARD,PAID,TX-W6GL56IXRXE3,45738.0
1964,20250419,20250416,114,1,1000001963,CARD,PAID,TX-ST343BZBWF5N,30249.6
1965,20240901,20240901,1004,1,1000001964,GATEWAY,PAID,TX-A165E6G1SHI7,45004.5
1966,20241030,20241029,567,1,1000001965,CARD,PAID,TX-JNDRH8B1NNGH,77348.85
1967,20240904,20240904,967,1,1000001966,GATEWAY,PAID,TX-2VQLKJNQ2RIC,49905.0
1968,20250508,20250507,944,1,1000001967,CARD,PAID,TX-PB05EJAJ88AS,31082.16
1969,20240925,20240923,1150,1,1000001968,GATEWAY,PAID,TX-CZPLEHKAA8RC,40404.0
1970,20241027,20241025,1301,1,1000001969,CARD,PAID,TX-5OII4XDLPG2T,78408.0
1971,0,20250530,415,2,1000001970,CARD,FAILED,UNKNOWN,49005.0
1972,0,20240828,197,2,1000001971,CARD,FAILED,UNKNOWN,16335.0
1973,20250617,20250615,1280,2,1000001972,CARD,PAID,TX-WM6DZTN6Q741,81529.8
1974,20240522,20240520,707,1,1000001973,CARD,PAID,TX-60TNIASSN8VI,76956.0
1975,20240922,20240922,750,1,1000001974,CARD,PAID,TX-6383F7N8S0WI,40404.0
1976,20240528,20240526,420,1,1000001975,CARD,PAID,TX-2XJC3PEK2113,16073.4
1977,20240408,20240406,264,1,1000001976,GATEWAY,PAID,TX-H6PRAXKSBRS2,14229.6
1978,20240707,20240706,451,2,1000001977,CARD,PAID,TX-2IQPZ502XUUA,57172.5
1979,20240324,20240322,554,2,1000001978,CASH,PAID,TX-790IGX7LHB3E,50275.5
1980,20240614,20240611,863,2,1000001979,CASH,PAID,TX-4JDF00BJU3DF,75141.0
1981,20240702,20240701,1469,1,1000001980,GATEWAY,PAID,TX-8XVU19MK4VFF,15429.6
1982,20250728,20250727,530,2,1000001981,CARD,PAID,TX-W8MW5G4620BQ,43560.0
1983,20250809,20250808,1191,2,1000001982,TRANSFER,PAID,TX-0PBW2HYS2A2G,53361.0
1984,20240403,20240331,258,2,1000001983,CASH,PAID,TX-NK4MI0UI02KL,42471.0
1985,20250304,20250304,82,1,1000001984,GATEWAY,PAID,TX-XETAYL91NZZU,32916.6
1986,20241216,20241213,18,1,1000001985,GATEWAY,PAID,TX-47ZYNMXC1IPN,13968.0
1987,20240315,20240314,282,2,1000001986,CASH,PAID,TX-XJYS66R6LPNE,34485.0
1988,20240508,20240505,1322,1,1000001987,GATEWAY,PAID,TX-IDC4FJTIGOWD,48157.68
1989,20241115,20241115,1459,2,1000001988,CARD,PAID,TX-GM8J8YX7NQAC,14941.08
1990,20250801,20250731,186,2,1000001989,TRANSFER,PAID,TX-H6NHIP1UQKTZ,32670.0
1991,20250103,20250103,405,1,1000001990,CARD,PAID,TX-1GMF9L373H3C,18051.75
1992,20240516,20240514,1056,1,1000001991,GATEWAY,PAID,TX-P17X8KZCZ22F,15129.6
1993,20250627,20250627,1134,1,1000001992,GATEWAY,PAID,TX-Y2MR53WFOBPD,16852.56
1994,20241228,20241228,407,1,1000001993,CARD,PAID,TX-F8M8XYEF9SH1,29359.2
1995,20240329,20240327,280,1,1000001994,CARD,PAID,TX-61VOB9AU0O2U,13314.6
1996,20250930,20250930,1401,2,1000001995,CARD,REFUNDED,TX-9FCOG7GVMX9C,48024.9
1997,20241130,20241129,586,1,1000001996,GATEWAY,PAID,TX-DQXKKEID4QUE,38443.8
1998,20241114,20241112,359,1,1000001997,CARD,PAID,TX-BMC7NSZ2FMDF,29940.0
1999,20241110,20241107,498,1,1000001998,CARD,REFUNDED,TX-6E93JXQKQLGO,33216.6
2000,20250909,20250908,952,2,1000001999,CARD,PAID,TX-4RWHCRG7ZSIA,97411.05
2001,20250504,20250501,763,1,1000002000,CARD,PAID,TX-QR2GXLIL69SR,29359.2
2002,20240810,20240809,1454,2,1000002001,CASH,PAID,TX-D0W646AW8FW8,35574.0
2003,20250423,20250422,388,1,1000002002,CARD,PAID,TX-APW80I4OUI7J,42582.0
2004,20250707,20250704,1047,1,1000002003,CARD,PAID,TX-VE2BDRCC0XTR,19350.0
2005,20240605,20240603,574,2,1000002004,CARD,PAID,TX-KKBNUBSWLCEF,28459.2
2006,20250724,20250723,1108,2,1000002005,TRANSFER,PAID,TX-KN0D600681IB,90005.85
2007,20241102,20241101,791,2,1000002006,CASH,PAID,TX-KCVYJIQFAD0U,26136.0
2008,20240923,20240920,353,1,1000002007,GATEWAY,PAID,TX-ZY29V4U4CA8O,43888.8
2009,20250625,20250624,1162,1,1000002008,CARD,PAID,TX-IK2C1S90NX72,25022.4
2010,20240823,20240823,1062,1,1000002009,CARD,PAID,TX-EW6XCZ40EQUU,46720.2
2011,20250128,20250126,895,2,1000002010,CARD,PAID,TX-7O0XW7D6K0J9,24829.2
2012,20250823,20250821,731,1,1000002011,CARD,PAID,TX-HAY14ZQ2LLGL,34477.5
2013,20241113,20241110,16,1,1000002012,CARD,PAID,TX-IICXEDFK03GO,53716.5
2014,20241204,20241202,1390,2,1000002013,CARD,PAID,TX-YTSZWREBLLJH,14520.0
2015,20250504,20250503,1166,1,1000002014,CARD,PAID,TX-I3M9TR52H4BT,27636.0
2016,20240911,20240909,884,2,1000002015,CARD,PAID,TX-ZKZPITLFA3LV,82110.6
2017,20240804,20240803,322,1,1000002016,GATEWAY,PAID,TX-ADG2AKKTGM4S,52627.5
2018,20240117,20240116,177,1,1000002017,CARD,PAID,TX-CGW5QZDO025D,15720.0
2019,20241004,20241003,283,2,1000002018,CARD,PAID,TX-T2COHKFTVZCF,37243.8
2020,20250111,20250110,346,1,1000002019,CARD,PAID,TX-E0J2OI3DC8L7,19350.0
2021,20240619,20240616,1170,1,1000002020,GATEWAY,PAID,TX-A25BHC7Y617B,33870.0
2022,20240521,20240520,471,1,1000002021,CARD,PAID,TX-1IJ3Q7I2ZF1H,41130.0
2023,20240819,20240817,1493,1,1000002022,GATEWAY,PAID,TX-EIOIUJVBET0J,15129.6
2024,20241008,20241005,825,2,1000002023,CARD,PAID,TX-TPYRDIP3IAJ4,13068.0
2025,20240503,20240501,324,1,1000002024,GATEWAY,PAID,TX-S9C1XN4CIM8P,38833.5
2026,20240903,20240902,1393,1,1000002025,CARD,PAID,TX-ANWPYT3ZOJJY,29949.6
2027,20250824,20250822,645,2,1000002026,CASH,PAID,TX-QXV05ZVY7EDE,19057.5
2028,20250414,20250411,107,1,1000002027,GATEWAY,PAID,TX-W0USP5FL5GYB,66948.9
2029,20250310,20250308,1335,1,1000002028,GATEWAY,PAID,TX-XV1G7MJ8JD2T,43588.8
2030,20250520,20250519,549,1,1000002029,CARD,PAID,TX-W9VAIK00V5KU,29088.0
2031,20250327,20250324,1235,1,1000002030,CARD,REFUNDED,TX-FBHLXJNTRS2X,54558.9
2032,20240328,20240327,1281,1,1000002031,CARD,PAID,TX-QOWAPFM0LJH3,55650.0
2033,20240426,20240423,307,1,1000002032,CARD,PAID,TX-5T11K7OIKWX1,37709.25
2034,20240408,20240407,619,1,1000002033,CARD,PAID,TX-LE6MRC8T4C2N,28788.0
2035,20240927,20240927,828,1,1000002034,CARD,PAID,TX-OVOT6IZSAPWI,27636.0
2036,20240627,20240626,477,2,1000002035,CASH,PAID,TX-5OXT7SRNGDPX,15652.56
2037,20241208,20241205,516,1,1000002036,CARD,PAID,TX-VI3EYGZ8S0LJ,95045.1
2038,0,20240520,1324,1,1000002037,GATEWAY,PENDING,UNKNOWN,14694.0
2039,20240120,20240118,321,1,1000002038,CARD,REFUNDED,TX-LPY2X0J9Q57Z,58100.25
2040,20250331,20250328,902,2,1000002039,TRANSFER,PAID,TX-B9KS1G4KT089,36300.0
2041,20250426,20250424,82,1,1000002040,CARD,PAID,TX-PLO8OIB8A7JQ,34170.0
2042,20250628,20250626,809,1,1000002041,GATEWAY,PAID,TX-MPOGKTWR7AG1,28788.0
2043,20240418,20240417,246,1,1000002042,GATEWAY,PAID,TX-MEZ7ISRGR995,55650.0
2044,20240304,20240302,1235,1,1000002043,CARD,PAID,TX-SAZD896I5NXF,19057.5
2045,20240710,20240710,196,1,1000002044,CARD,PAID,TX-98WS5137AIQZ,13794.0
2046,20240602,20240531,1163,1,1000002045,GATEWAY,PAID,TX-2PZ0A14QKDFG,40104.0
2047,20250521,20250518,709,2,1000002046,CASH,PAID,TX-V6M8U60KSCAO,36300.0
2048,20241101,20241030,382,1,1000002047,GATEWAY,PAID,TX-DBNFGS5FZ161,83281.28
2049,20240708,20240707,202,1,1000002048,GATEWAY,PAID,TX-ETUP4C3GPT6M,90120.48
2050,20240126,20240123,304,1,1000002049,CARD,PAID,TX-BVNABHCMEUHM,40331.4
2051,20240112,20240111,560,1,1000002050,GATEWAY,PAID,TX-HNNM7GFDQOAF,16746.0
2052,20241217,20241216,571,2,1000002051,CARD,PAID,TX-K333EJN3G2X8,14374.8
2053,20241231,20241230,131,2,1000002052,CARD,PAID,TX-T7U2MWNL00FJ,41382.0
2054,20240217,20240215,1484,2,1000002053,CASH,PAID,TX-VVXNI7GN0AJQ,26136.0
2055,20241212,20241210,241,1,1000002054,CARD,PAID,TX-VU2YSLNQBQD3,27036.0
2056,20240829,20240827,1098,2,1000002055,CARD,PAID,TX-CUZ1RDN2YIR2,76556.7
2057,20240401,20240330,835,2,1000002056,CASH,PAID,TX-9ONHG2S6UOQN,35937.0
2058,20240524,20240524,1246,2,1000002057,CARD,PAID,TX-TYPD672SF2Y9,26136.0
2059,0,20240219,1499,1,1000002058,GATEWAY,FAILED,UNKNOWN,29882.16
2060,20250713,20250711,919,1,1000002059,CARD,PAID,TX-4BZENKRTAEA3,15129.6
2061,20240730,20240728,1120,2,1000002060,CASH,PAID,TX-CEQR8F1MHHQV,59840.55
2062,20240304,20240302,1364,1,1000002061,CARD,PAID,TX-IS7LST2JQWSO,43888.8
2063,20250329,20250326,85,1,1000002062,CARD,PAID,TX-DO7HOKMV0QRS,35685.0
2064,20240524,20240522,971,2,1000002063,CARD,PAID,TX-UU12I73T8DVR,67699.5
2065,0,20240426,431,2,1000002064,CASH,FAILED,UNKNOWN,66211.2
2066,20240218,20240215,927,2,1000002065,CARD,PAID,TX-2M5X8NQO72DM,16335.0
2067,0,20250223,27,1,1000002066,CARD,FAILED,UNKNOWN,55105.5
2068,20250917,20250917,120,1,1000002067,CARD,PAID,TX-BLI8KY3QUZNU,29659.2
2069,20250328,20250328,917,1,1000002068,GATEWAY,PAID,TX-KFMF0WU6L0KZ,36774.0
2070,20240328,20240326,1138,1,1000002069,GATEWAY,REFUNDED,TX-136KSRL2F7K3,28459.2
2071,20240526,20240525,1139,1,1000002070,GATEWAY,PAID,TX-3B0ALY28YH8Y,44651.1
2072,20250422,20250419,588,1,1000002071,GATEWAY,PAID,TX-6VO2PM09DKYD,50994.0
2073,0,20241228,1336,1,1000002072,CARD,FAILED,UNKNOWN,15729.6
2074,20240523,20240521,702,1,1000002073,GATEWAY,PAID,TX-KTIE4JA8JZNL,16335.0
2075,20240930,20240930,779,2,1000002074,CASH,PAID,TX-3ZUVFG9FLJQ1,43560.0
2076,20241228,20241227,483,1,1000002075,CARD,PAID,TX-KY2KI3SC6BHQ,77197.68
2077,20250424,20250422,757,2,1000002076,TRANSFER,PAID,TX-QEEF9MKOT4D4,41382.0
2078,0,20250413,927,2,1000002077,CARD,FAILED,UNKNOWN,54313.88
2079,0,20241111,560,1,1000002078,GATEWAY,FAILED,UNKNOWN,31392.0
2080,20241103,20241101,832,1,1000002079,CARD,PAID,TX-8515D4MU1N01,78945.0
2081,20240429,20240427,301,1,1000002080,CARD,PAID,TX-3R3SXD8WG118,13914.6
2082,20240505,20240504,425,1,1000002081,CARD,PAID,TX-0Z8EY95RBNSR,30167.4
2083,0,20241009,1453,1,1000002082,GATEWAY,FAILED,UNKNOWN,15652.56
2084,20250330,20250329,1135,1,1000002083,CARD,PAID,TX-7GUN7YHUFHCG,13614.6
2085,20250807,20250805,149,1,1000002084,GATEWAY,PAID,TX-87AR4I8IHTZJ,30467.4
2086,0,20240419,12,1,1000002085,GATEWAY,FAILED,UNKNOWN,96804.6
2087,20250315,20250313,1328,1,1000002086,CARD,PAID,TX-U7O6KG74KMVX,18150.0
2088,20240606,20240605,492,2,1000002087,TRANSFER,PAID,TX-RI84TF4X6LMB,36300.0
2089,20250522,20250519,343,1,1000002088,CARD,PAID,TX-VYMGFK9XCKFJ,54624.0
2090,20240724,20240721,729,2,1000002089,CARD,PAID,TX-GEKFJPTPC1CB,29040.0
2091,20240109,20240108,1261,2,1000002090,CASH,PAID,TX-5QDZ1RS1J71Z,92565.0
2092,20250617,20250615,829,2,1000002091,CARD,PAID,TX-HNXSGOT73AWS,15246.0
2093,20240207,20240206,342,1,1000002092,CARD,PAID,TX-RNPKSB64SUL4,35985.0
2094,20240625,20240622,944,2,1000002093,CASH,PAID,TX-JJZ8F3U1Y90B,89679.15
2095,0,20240801,1499,2,1000002094,CASH,FAILED,UNKNOWN,86248.8
2096,20250719,20250716,852,2,1000002095,CARD,PAID,TX-C64B5U8WBTD8,86321.4
